,propertyType,lotAreaValue,address,price,bedrooms,longitude,latitude,zpid,bathrooms,livingArea
23,SINGLE_FAMILY,0.22000000000000003,27612,700000,4.0,-78.67501,35.867184,6549295,3.0,2737.0
24,SINGLE_FAMILY,0.47,27518,558000,3.0,-78.78176,35.714638,6549573,2.0,1915.0
25,TOWNHOUSE,0.06999999999999999,27615,350000,3.0,-78.586044,35.897736,6550890,3.0,1846.0
26,SINGLE_FAMILY,0.19,27587,287700,2.0,-78.504,35.97777,6555602,2.0,892.0
27,SINGLE_FAMILY,0.5,27587,388000,3.0,-78.52886,35.939133,6556962,2.0,1644.0
28,SINGLE_FAMILY,0.22999999999999998,27540,452000,4.0,-78.82176,35.644897,67553096,3.0,1811.0
29,SINGLE_FAMILY,0.31,27587,830000,4.0,-78.49409,35.957222,67553637,4.0,3480.0
30,SINGLE_FAMILY,0.22000000000000003,27519,880000,4.0,-78.86789,35.818665,67554152,4.0,3186.0
31,TOWNHOUSE,0.05,27612,478000,3.0,-78.70125,35.826195,67554945,4.0,2562.0
32,TOWNHOUSE,0.03,27513,325000,3.0,-78.78808,35.79339,67555520,3.0,1392.0
33,SINGLE_FAMILY,0.13999999999999999,27540,450000,4.0,-78.84185,35.633255,67558557,3.0,2736.0
34,SINGLE_FAMILY,0.2,27529,435000,4.0,-78.5923,35.670536,69566579,3.0,3514.0
35,SINGLE_FAMILY,0.47,27617,1200000,4.0,-78.80355,35.909958,70394619,4.0,4699.0
36,SINGLE_FAMILY,0.28,27529,585000,4.0,-78.59463,35.67366,71207530,4.0,3011.0
37,SINGLE_FAMILY,0.15,27610,370000,5.0,-78.564606,35.75542,71843914,3.0,2034.0
38,SINGLE_FAMILY,0.25,27587,742000,7.0,-78.511185,35.91391,71845172,6.0,5653.0
39,SINGLE_FAMILY,0.13,27540,425000,4.0,-78.81704,35.613434,80205750,3.0,2601.0
0,SINGLE_FAMILY,0.21000000000000002,27529,655000,4.0,,,2065797946,4.0,3358.0
1,SINGLE_FAMILY,0.19,27616,652932,4.0,,,2066797428,3.0,2426.0
2,SINGLE_FAMILY,0.19,27540,628413,4.0,,,2067805081,4.0,3257.0
3,SINGLE_FAMILY,0.2,27519,953990,6.0,,,2068498386,6.0,3968.0
4,TOWNHOUSE,0.058,27560,508680,3.0,,,2068578521,3.0,1835.0
5,SINGLE_FAMILY,0.214,27587,627364,3.0,,,2068747428,3.0,2622.0
6,CONDO,0.0,27604,340000,2.0,-78.612854,35.818844,215487403,3.0,1260.0
7,SINGLE_FAMILY,0.19799999999999998,27540,660000,4.0,-78.87134,35.659725,215487651,3.0,2698.0
8,SINGLE_FAMILY,0.3,27529,530000,5.0,-78.62574,35.65156,215490907,4.0,2989.0
9,TOWNHOUSE,0.04,27610,322500,3.0,-78.55558,35.76063,215491537,3.0,1645.0
10,SINGLE_FAMILY,0.41,27571,830000,4.0,-78.46973,35.92912,215492192,5.0,2862.0
11,SINGLE_FAMILY,0.13,27587,570000,4.0,-78.51207,35.956295,215492914,4.0,2885.0
12,TOWNHOUSE,0.04,27587,350000,3.0,-78.48818,35.97954,215493452,3.0,1656.0
13,TOWNHOUSE,0.06,27502,528000,4.0,-78.88546,35.74184,246654745,4.0,2478.0
14,SINGLE_FAMILY,0.25,27502,850482,5.0,-78.92806,35.724854,248747665,5.0,4000.0
15,SINGLE_FAMILY,0.24,27519,865000,4.0,-78.876976,35.798584,248750674,3.0,3032.0
16,SINGLE_FAMILY,0.22599999999999998,27526,575000,4.0,-78.79674,35.62894,248750984,3.0,2372.0
17,TOWNHOUSE,0.004,27591,359500,3.0,-78.42674,35.760624,248754689,3.0,1700.0
18,TOWNHOUSE,0.08,27526,410000,3.0,-78.78711,35.580933,305116238,3.0,2101.0
19,SINGLE_FAMILY,0.33,27519,1060000,5.0,-78.89549,35.834824,305126320,4.0,4116.0
20,SINGLE_FAMILY,0.95,27615,1317914,4.0,-78.677216,35.943882,305126398,5.0,4315.0
21,SINGLE_FAMILY,0.15,27502,620000,3.0,-78.94393,35.73636,331648969,3.0,2158.0
22,SINGLE_FAMILY,1.7,27615,1862658,4.0,-78.67739,35.921043,336860821,7.0,4897.0
23,SINGLE_FAMILY,0.68,27603,725000,3.0,-78.67515,35.60635,336866222,3.0,2579.0
24,SINGLE_FAMILY,0.16999999999999998,27502,704694,5.0,-78.91292,35.732384,336867121,5.0,3511.0
25,SINGLE_FAMILY,0.69,27610,685000,3.0,-78.607124,35.780094,50096919,3.0,2822.0
26,SINGLE_FAMILY,0.18,27615,455000,3.0,-78.6085,35.868313,50099898,3.0,2065.0
27,SINGLE_FAMILY,0.36,27529,465000,3.0,-78.6179,35.651985,50120835,3.0,2848.0
28,SINGLE_FAMILY,0.16999999999999998,27526,390000,3.0,-78.7915,35.608925,53460511,2.0,1565.0
29,TOWNHOUSE,0.05,27606,340000,2.0,-78.716866,35.751827,53461900,3.0,1475.0
30,SINGLE_FAMILY,0.22000000000000003,27604,480000,4.0,-78.55571,35.814686,60397993,3.0,2524.0
31,SINGLE_FAMILY,1.01,27539,775000,4.0,-78.74516,35.686287,60534172,4.0,3349.0
32,SINGLE_FAMILY,0.49,27609,881000,4.0,-78.62581,35.82118,6376000,3.0,2460.0
33,SINGLE_FAMILY,0.29,27610,310000,3.0,-78.62295,35.751682,6378948,1.0,1011.0
34,SINGLE_FAMILY,0.25,27604,367728,3.0,-78.600235,35.826317,6380835,2.0,1823.0
35,SINGLE_FAMILY,0.51,27606,355001,3.0,-78.721924,35.779205,6383582,2.0,1178.0
36,SINGLE_FAMILY,0.31,27608,1685000,4.0,-78.65047,35.799664,6401881,5.0,4669.0
37,SINGLE_FAMILY,0.13999999999999999,27601,920000,3.0,-78.631035,35.783848,6403324,2.0,2423.0
38,SINGLE_FAMILY,0.3,27609,475000,3.0,-78.63717,35.84992,6406882,2.0,1933.0
39,SINGLE_FAMILY,0.27,27607,1525000,4.0,-78.67566,35.81112,6417057,4.0,4004.0
0,SINGLE_FAMILY,0.7,27592,380000,3.0,-78.68457,35.591465,68317447,3.0,1689.0
1,SINGLE_FAMILY,0.08999081726354453,27526,1795,2.0,-78.797195,35.576813,69567152,1.5,1149.0
2,SINGLE_FAMILY,0.49,27540,437000,3.0,-78.822014,35.64515,71842673,3.0,1961.0
3,TOWNHOUSE,0.03999081726354454,27519,2050,3.0,-78.903465,35.81805,79883528,2.5,1895.0
4,SINGLE_FAMILY,0.28,27539,750000,4.0,-78.75921,35.65545,81435502,4.0,3130.0
5,TOWNHOUSE,0.03,27519,417000,3.0,-78.90382,35.81828,81436576,3.0,1900.0
6,TOWNHOUSE,0.4,27519,425000,3.0,-78.91384,35.8255,83955919,3.0,1737.0
7,SINGLE_FAMILY,0.71,27529,464900,3.0,-78.53602,35.65412,88951385,3.0,2584.0
8,TOWNHOUSE,0.03,27519,395000,3.0,-78.89701,35.82648,89500295,4.0,1860.0
9,SINGLE_FAMILY,0.13999999999999999,27616,380000,2.0,-78.51096,35.897945,111573611,2.0,1845.0
10,TOWNHOUSE,0.12,27587,430000,3.0,-78.49348,35.96533,114204799,3.0,1967.0
11,SINGLE_FAMILY,0.13,27616,440000,4.0,-78.51711,35.86713,114314886,3.0,2440.0
12,SINGLE_FAMILY,0.16999540863177226,27526,2295,3.0,-78.77093,35.58796,116230574,2.5,2117.0
13,TOWNHOUSE,0.01,27610,292000,3.0,-78.54464,35.77586,119340802,3.0,1692.0
14,SINGLE_FAMILY,0.25,27587,675000,4.0,-78.501,35.962727,119341237,4.0,2849.0
15,SINGLE_FAMILY,0.21000000000000002,27587,625000,4.0,-78.48701,35.94148,120874437,4.0,2741.0
16,SINGLE_FAMILY,0.13999999999999999,27502,456250,3.0,-78.85261,35.725338,122067190,3.0,1819.0
17,SINGLE_FAMILY,0.22999999999999998,27613,785000,4.0,-78.71117,35.866283,122142882,4.0,3373.0
18,SINGLE_FAMILY,0.2,27540,805109,4.0,-78.776024,35.655872,122276797,3.0,2861.0
19,SINGLE_FAMILY,0.08,27502,615000,4.0,-78.84033,35.732754,122280086,3.0,2405.0
20,TOWNHOUSE,0.05,27606,395000,4.0,-78.73339,35.74627,125167277,3.0,2337.0
21,LOT,0.2,27526,80850,,-78.77915,35.606064,131712219,,
22,CONDO,0.0,27603,248800,3.0,-78.68429,35.750446,132183632,2.0,1192.0
23,CONDO,0.0,27607,270000,3.0,-78.69288,35.813587,132191228,2.0,990.0
24,CONDO,0.0,27605,400000,2.0,-78.65266,35.79426,132219736,2.0,1082.0
25,CONDO,0.0,27603,300000,1.0,-78.64522,35.785202,132221325,1.0,734.0
26,CONDO,0.0,27615,170000,2.0,-78.64548,35.875004,132231147,2.0,1008.0
27,SINGLE_FAMILY,0.32,27616,523500,4.0,-78.497345,35.850533,132301128,3.0,3223.0
28,SINGLE_FAMILY,0.27,27571,500000,5.0,-78.462395,35.929672,132314013,3.0,2501.0
29,SINGLE_FAMILY,0.19,27587,444000,3.0,-78.50221,35.999336,132335256,2.0,1656.0
30,LOT,0.2,27526,80850,,-78.779785,35.60592,132344759,,
31,LOT,0.2,27526,80850,,-78.77947,35.60599,132344761,,
32,SINGLE_FAMILY,0.8,27603,830000,4.0,-78.69663,35.643284,132346825,4.0,3540.0
33,SINGLE_FAMILY,1.15,27597,440000,3.0,-78.33526,35.79413,133226317,3.0,3427.0
34,SINGLE_FAMILY,0.699,27597,545000,3.0,,,2062924045,3.0,2496.0
35,TOWNHOUSE,,27502,2395,4.0,-78.92465,35.735104,2062985968,3.5,2145.0
36,SINGLE_FAMILY,0.147,27610,545850,3.0,,,2063063038,3.0,2082.0
37,SINGLE_FAMILY,0.08,27591,415000,3.0,,,2063269516,3.0,1718.0
38,SINGLE_FAMILY,0.13999999999999999,27616,619990,4.0,,,2064172868,3.0,2730.0
39,TOWNHOUSE,0.03,27545,408561,3.0,,,2065558988,4.0,2354.0
0,SINGLE_FAMILY,0.69,27603,440000,4.0,-78.65046,35.64561,60396561,3.0,2491.0
1,SINGLE_FAMILY,0.72,27587,665000,3.0,-78.54815,36.02089,60399282,3.0,2859.0
2,TOWNHOUSE,0.05,27614,305000,3.0,-78.56809,35.921425,60537327,3.0,1509.0
3,TOWNHOUSE,0.04,27604,209000,2.0,-78.54144,35.81363,62038343,2.0,918.0
4,SINGLE_FAMILY,0.65,27612,739000,4.0,-78.66999,35.875107,6382246,3.0,3411.0
5,SINGLE_FAMILY,0.94,27604,594450,4.0,-78.55879,35.828213,6391515,3.0,3835.0
6,SINGLE_FAMILY,1.06,27592,237500,3.0,-78.70883,35.558064,6392733,3.0,2393.0
7,SINGLE_FAMILY,0.7,27529,335000,3.0,-78.623566,35.725372,6394553,2.0,1206.0
8,SINGLE_FAMILY,1.06,27615,900000,4.0,-78.64864,35.918125,6396232,5.0,3837.0
9,LOT,0.58,27591,59000,,-78.45669,35.868195,6404051,,
10,SINGLE_FAMILY,0.55,27607,1700000,5.0,-78.67266,35.813557,6404741,5.0,4551.0
11,SINGLE_FAMILY,0.42,27529,320000,3.0,-78.62115,35.703003,6406651,2.0,1557.0
12,SINGLE_FAMILY,0.45,27615,2737500,4.0,-78.61613,35.874184,6417512,5.0,5975.0
13,SINGLE_FAMILY,0.35,27511,410000,4.0,-78.80602,35.765884,6436391,2.0,2008.0
14,SINGLE_FAMILY,0.52,27603,246000,2.0,-78.65618,35.709034,6437388,1.0,950.0
15,SINGLE_FAMILY,0.76,27616,475000,3.0,-78.55648,35.858665,6439443,3.0,2079.0
16,SINGLE_FAMILY,0.96,27606,590600,4.0,-78.75055,35.725548,6456958,3.0,2434.0
17,LOT,0.82,27539,77000,,-78.78687,35.667484,6457647,,
18,SINGLE_FAMILY,1.14,27615,825000,4.0,-78.64634,35.902496,6470707,3.0,3619.0
19,SINGLE_FAMILY,1.3,27614,681000,5.0,-78.6522,35.931522,6474007,5.0,2172.0
20,SINGLE_FAMILY,0.31,27610,360000,4.0,-78.60598,35.740902,6480259,3.0,2084.0
21,SINGLE_FAMILY,0.22000000000000003,27513,350000,3.0,-78.77287,35.798462,6481893,3.0,1467.0
22,SINGLE_FAMILY,0.84,27615,745000,4.0,-78.67146,35.89107,6483229,3.0,2611.0
23,CONDO,0.04,27604,262000,2.0,-78.582886,35.842186,6487490,2.0,1065.0
24,TOWNHOUSE,0.06,27615,305000,2.0,-78.64771,35.872932,6489983,2.0,1153.0
25,SINGLE_FAMILY,0.15,27511,430000,3.0,-78.80102,35.76664,6497766,3.0,1458.0
26,TOWNHOUSE,0.06,27615,310000,2.0,-78.64615,35.873455,6498988,2.0,1167.0
27,TOWNHOUSE,0.04,27502,365000,3.0,-78.831764,35.73865,6505072,3.0,1615.0
28,SINGLE_FAMILY,0.24,27539,355000,3.0,-78.73542,35.642754,6506800,2.0,1220.0
29,SINGLE_FAMILY,0.2,27513,593000,3.0,-78.82679,35.77276,6513073,3.0,2319.0
30,SINGLE_FAMILY,1.89,27587,725000,4.0,-78.56259,35.977215,6514454,5.0,3528.0
31,SINGLE_FAMILY,0.18,27613,425000,3.0,-78.746056,35.93021,6520595,3.0,1573.0
32,SINGLE_FAMILY,0.56,27615,1010000,5.0,-78.63151,35.898766,6525457,5.0,4511.0
33,SINGLE_FAMILY,0.33,27540,775000,4.0,-78.78553,35.658554,65335878,4.0,3060.0
34,SINGLE_FAMILY,0.88,27526,599900,3.0,-78.8305,35.604584,65338867,3.0,2217.0
35,SINGLE_FAMILY,0.54,27587,600000,4.0,-78.522575,35.913113,6549100,3.0,2454.0
36,SINGLE_FAMILY,0.25,27603,500000,4.0,-78.66954,35.741707,6555094,3.0,2037.0
37,SINGLE_FAMILY,0.54,27617,1319000,6.0,-78.801315,35.91583,67554648,7.0,6481.0
38,TOWNHOUSE,0.09,27617,490000,4.0,-78.73599,35.91646,67557232,3.0,2043.0
39,SINGLE_FAMILY,0.12998163452708908,27616,2100,4.0,-78.50725,35.89262,67558120,3.0,1998.0
0,SINGLE_FAMILY,0.35,27587,390000,3.0,-78.465294,35.951565,6538907,3.0,1526.0
1,SINGLE_FAMILY,0.19,27502,515900,3.0,-78.85128,35.734203,6543312,3.0,2028.0
2,SINGLE_FAMILY,0.21000000000000002,27529,325000,3.0,-78.60908,35.71884,6561177,2.0,1295.0
3,TOWNHOUSE,0.01,27612,410000,3.0,-78.739975,35.879017,6565279,3.0,2026.0
4,SINGLE_FAMILY,0.34,27587,625000,5.0,-78.52834,35.936184,67557981,4.0,4214.0
5,TOWNHOUSE,0.06,27612,441000,3.0,-78.71959,35.859844,68320477,3.0,1860.0
6,TOWNHOUSE,0.05,27560,620000,3.0,-78.82574,35.80728,69563224,4.0,2866.0
7,TOWNHOUSE,0.03,27614,355000,3.0,-78.55886,35.92245,69565980,3.0,1728.0
8,SINGLE_FAMILY,0.18,27545,405000,4.0,-78.50233,35.781654,81436565,3.0,2627.0
9,SINGLE_FAMILY,0.13999999999999999,27539,562920,4.0,-78.827,35.691307,83893794,3.0,2545.0
10,SINGLE_FAMILY,0.11000000000000001,27502,660000,3.0,-78.842575,35.74621,89494954,3.0,2680.0
11,SINGLE_FAMILY,0.21000000000000002,27587,610000,4.0,-78.5035,35.956623,89501055,3.0,2881.0
12,SINGLE_FAMILY,0.21000000000000002,27540,540000,4.0,-78.876595,35.6346,94723418,3.0,3041.0
13,SINGLE_FAMILY,0.11999540863177227,27610,2199,3.0,-78.61614,35.73328,102755376,2.5,1679.0
14,TOWNHOUSE,0.08,27519,470000,3.0,-78.90013,35.8045,122060381,3.0,1909.0
15,SINGLE_FAMILY,0.15,27502,692000,4.0,-78.9036,35.733814,122060746,3.0,2900.0
16,SINGLE_FAMILY,1.7,27526,1150000,4.0,-78.780396,35.64107,122282448,4.0,4058.0
17,SINGLE_FAMILY,0.205,27591,535000,3.0,-78.41908,35.768047,125165793,3.0,2544.0
18,SINGLE_FAMILY,0.38,27526,555000,5.0,-78.779976,35.567932,125166122,3.0,3210.0
19,CONDO,0.0,27617,385000,3.0,-78.79734,35.898945,132151769,3.0,1972.0
20,CONDO,0.0,27615,301000,2.0,-78.65041,35.891296,132228607,2.0,1280.0
21,CONDO,0.0,27609,290000,2.0,-78.605896,35.85138,132251074,2.0,1021.0
22,SINGLE_FAMILY,0.39,27529,490000,4.0,-78.580315,35.670673,133206470,3.0,2455.0
23,SINGLE_FAMILY,0.15,27610,460000,4.0,-78.58639,35.751366,133216025,3.0,2549.0
24,SINGLE_FAMILY,0.19,27540,520300,5.0,-78.83127,35.654118,133699034,3.0,2657.0
25,TOWNHOUSE,0.04,27587,391288,3.0,-78.48974,35.9787,133705556,3.0,1634.0
26,SINGLE_FAMILY,0.453,27587,900000,5.0,,,2062789206,4.0,4496.0
27,CONDO,0.0,27518,293000,3.0,,,2063074602,2.0,1325.0
28,SINGLE_FAMILY,0.184,27529,542000,4.0,,,2064233045,3.0,2417.0
29,CONDO,0.0,27511,224921,2.0,-78.79274,35.75751,2079468496,1.0,729.0
30,SINGLE_FAMILY,0.15,27603,530000,4.0,,,2090244978,3.0,2707.0
31,TOWNHOUSE,0.0,27606,395000,3.0,-78.73137,35.748116,215486016,3.0,2039.0
32,SINGLE_FAMILY,0.25,27502,905000,4.0,-78.921524,35.708138,248747620,4.0,3135.0
33,SINGLE_FAMILY,0.12,27591,500000,3.0,-78.427765,35.76075,248754407,3.0,2375.0
34,SINGLE_FAMILY,0.029981634527089074,27511,5995,3.0,-78.779205,35.78522,331656744,3.5,2956.0
35,SINGLE_FAMILY,0.17800000000000002,27610,590000,3.0,-78.548035,35.698895,336865616,3.0,2742.0
36,LOT,0.22998163452708908,27612,950124,,-78.71969,35.83138,336867486,,
37,CONDO,0.0,27617,490000,2.0,-78.79531,35.899715,336868062,2.0,1734.0
38,SINGLE_FAMILY,0.34,27529,500000,4.0,-78.61647,35.653008,50120821,3.0,3115.0
39,SINGLE_FAMILY,0.46,27603,334200,3.0,-78.6621,35.634064,53457969,2.0,1369.0
0,TOWNHOUSE,0.11000000000000001,27519,570000,4.0,-78.89744,35.819576,215485561,3.0,2335.0
1,SINGLE_FAMILY,0.29,27539,756470,4.0,-78.8185,35.674004,248741753,3.0,2990.0
2,SINGLE_FAMILY,0.15,27616,470000,4.0,-78.512054,35.90357,248748569,3.0,2464.0
3,SINGLE_FAMILY,0.18,27587,635000,5.0,-78.51681,35.957382,248753189,5.0,3208.0
4,SINGLE_FAMILY,0.22999999999999998,27526,650000,4.0,-78.77348,35.61628,248756578,4.0,2992.0
5,SINGLE_FAMILY,0.69,27540,695000,4.0,-78.86159,35.572075,305116516,4.0,3110.0
6,SINGLE_FAMILY,0.211,27545,591591,5.0,-78.46085,35.798985,305116978,4.0,3427.0
7,SINGLE_FAMILY,0.59,27562,1280000,5.0,-78.952835,35.68283,305118133,5.0,3944.0
8,TOWNHOUSE,0.02,27607,575000,4.0,-78.73778,35.80439,305125825,4.0,2157.0
9,SINGLE_FAMILY,0.15,27502,615000,3.0,-78.94407,35.735893,331648955,3.0,2160.0
10,TOWNHOUSE,0.03,27511,1300000,3.0,-78.77912,35.78522,331657087,4.0,2471.0
11,SINGLE_FAMILY,0.19,27615,585000,3.0,-78.65863,35.87995,50106368,2.0,2000.0
12,SINGLE_FAMILY,0.24,27502,550000,4.0,-78.90827,35.73458,50118534,3.0,2325.0
13,TOWNHOUSE,0.13,27540,395000,3.0,-78.79356,35.656796,50120685,3.0,2056.0
14,MANUFACTURED,1.0,27526,160000,3.0,-78.76829,35.542942,53460324,2.0,2280.0
15,SINGLE_FAMILY,1.08,27603,462000,3.0,-78.69256,35.64936,53460676,3.0,1540.0
16,TOWNHOUSE,0.13999999999999999,27614,390000,3.0,-78.56276,35.936684,60537201,2.0,1462.0
17,SINGLE_FAMILY,0.19,27587,299500,3.0,-78.49837,35.988712,6375657,1.0,1345.0
18,SINGLE_FAMILY,0.12,27601,1160000,3.0,-78.63027,35.78334,6401045,3.0,2456.0
19,SINGLE_FAMILY,0.3,27511,1250000,4.0,-78.7896,35.785656,6405219,4.0,3566.0
20,SINGLE_FAMILY,0.33,27608,736842,3.0,-78.63664,35.812317,6429732,3.0,2201.0
21,SINGLE_FAMILY,0.51,27529,435000,4.0,-78.59722,35.693054,6437120,3.0,2500.0
22,SINGLE_FAMILY,0.3,27513,435000,4.0,-78.7827,35.798103,6442438,3.0,2067.0
23,SINGLE_FAMILY,1.36,27615,860000,4.0,-78.67654,35.90884,6451530,3.0,3153.0
24,TOWNHOUSE,0.02,27612,265000,2.0,-78.664856,35.85637,6458696,2.0,1400.0
25,TOWNHOUSE,0.03,27615,320000,2.0,-78.64029,35.878826,6473394,3.0,1344.0
26,TOWNHOUSE,0.03,27612,321500,2.0,-78.71031,35.852673,6491813,3.0,1271.0
27,SINGLE_FAMILY,0.29,27545,350000,3.0,-78.48546,35.788887,6492316,3.0,1321.0
28,SINGLE_FAMILY,0.29,27613,572500,4.0,-78.71604,35.879322,6493305,3.0,2354.0
29,SINGLE_FAMILY,0.73,27526,405000,3.0,-78.75257,35.63166,6494275,3.0,1834.0
30,TOWNHOUSE,0.03,27612,305000,2.0,-78.71758,35.836277,6504799,3.0,1224.0
31,SINGLE_FAMILY,0.1,27513,635000,3.0,-78.83991,35.797775,6506602,3.0,2181.0
32,SINGLE_FAMILY,0.3,27513,550000,3.0,-78.83127,35.77472,6510829,3.0,2248.0
33,SINGLE_FAMILY,0.16999999999999998,27616,455000,4.0,-78.526245,35.880825,6520425,3.0,2083.0
34,SINGLE_FAMILY,0.7,27526,525000,3.0,-78.73934,35.630238,6531678,3.0,2014.0
35,SINGLE_FAMILY,0.22000000000000003,27616,385000,4.0,-78.570564,35.85568,65332468,3.0,1800.0
36,SINGLE_FAMILY,0.31,27606,685000,5.0,-78.71032,35.770966,65335232,3.0,2880.0
37,SINGLE_FAMILY,0.19,27519,481000,3.0,-78.86179,35.774197,6533787,3.0,1945.0
38,SINGLE_FAMILY,0.18,27571,411000,3.0,-78.466866,35.911892,65341020,3.0,2134.0
39,SINGLE_FAMILY,0.19,27519,620000,3.0,-78.86214,35.772884,6534606,3.0,2257.0
0,SINGLE_FAMILY,0.84,27612,717500,4.0,-78.69327,35.83742,6414813,3.0,2678.0
1,SINGLE_FAMILY,0.74,27615,380000,4.0,-78.60064,35.865604,6416622,2.0,3449.0
2,SINGLE_FAMILY,0.25,27604,350000,3.0,-78.615364,35.80195,6427115,1.0,1080.0
3,SINGLE_FAMILY,0.35,27511,390000,4.0,-78.75185,35.775036,6432274,3.0,2603.0
4,SINGLE_FAMILY,0.34,27529,360000,3.0,-78.63839,35.70566,6456742,2.0,1492.0
5,SINGLE_FAMILY,0.1,27518,545000,3.0,-78.77357,35.730446,6486789,3.0,2776.0
6,TOWNHOUSE,0.03,27615,280000,2.0,-78.64271,35.8828,6486842,2.0,1220.0
7,TOWNHOUSE,0.04,27511,300000,2.0,-78.79759,35.77725,6490908,3.0,1224.0
8,SINGLE_FAMILY,0.16999999999999998,27513,415000,3.0,-78.7932,35.81361,6496545,3.0,1825.0
9,SINGLE_FAMILY,0.18,27513,460500,3.0,-78.777954,35.80053,6501268,3.0,1901.0
10,SINGLE_FAMILY,0.24,27545,360000,3.0,-78.45313,35.768948,65333853,2.0,1406.0
11,SINGLE_FAMILY,0.29,27540,400000,2.0,-78.872086,35.632465,65335678,3.0,1626.0
12,LOT,4.9,27529,600000,,-78.541595,35.70694,65344949,,
13,SINGLE_FAMILY,0.26,27613,460000,3.0,-78.740234,35.92454,6540974,3.0,1991.0
14,SINGLE_FAMILY,0.28,27519,626750,4.0,-78.86636,35.767292,6557538,3.0,2222.0
15,SINGLE_FAMILY,0.21000000000000002,27518,700000,4.0,-78.7574,35.743347,6562330,3.0,3439.0
16,TOWNHOUSE,0.04,27519,415500,2.0,-78.91229,35.82379,68320764,3.0,1756.0
17,SINGLE_FAMILY,0.35,27587,470000,4.0,-78.47938,35.960285,69566800,3.0,2205.0
18,TOWNHOUSE,0.04,27606,317500,3.0,-78.71231,35.78791,70488014,3.0,1500.0
19,SINGLE_FAMILY,0.4,27539,885000,4.0,-78.76011,35.655857,79886775,3.0,3727.0
20,SINGLE_FAMILY,0.16,27529,337000,3.0,-78.62136,35.720413,80208056,2.0,1375.0
21,TOWNHOUSE,0.06,27617,400000,3.0,-78.74219,35.88891,81436000,3.0,1776.0
22,SINGLE_FAMILY,0.2,27526,415000,3.0,-78.809135,35.573994,81761989,3.0,2303.0
23,SINGLE_FAMILY,1.05,27610,375000,3.0,-78.501114,35.743103,88948003,2.0,1500.0
24,TOWNHOUSE,0.06999999999999999,27519,484500,3.0,-78.91285,35.825336,89496462,3.0,2050.0
25,TOWNHOUSE,0.06999999999999999,27539,401000,4.0,-78.82576,35.687008,89498351,4.0,2153.0
26,TOWNHOUSE,0.06999999999999999,27560,381000,3.0,-78.84745,35.851852,92420856,3.0,1473.0
27,SINGLE_FAMILY,0.41,27540,1625000,6.0,-78.87195,35.665863,122075091,6.0,5356.0
28,SINGLE_FAMILY,0.13999999999999999,27616,450000,4.0,-78.5239,35.8641,125168884,3.0,2340.0
29,CONDO,0.0,27612,275000,2.0,-78.71629,35.835453,132171583,2.0,1063.0
30,TOWNHOUSE,0.0,27609,317000,2.0,-78.63442,35.830986,132222436,2.0,1120.0
31,TOWNHOUSE,0.03,27540,350000,3.0,-78.82581,35.679596,133703022,3.0,1724.0
32,CONDO,0.0,27526,322500,2.0,,,2062301155,2.0,912.0
33,CONDO,0.0,27526,313950,2.0,,,2062305258,2.0,912.0
34,CONDO,0.0,27526,325900,2.0,,,2062305279,2.0,905.0
35,SINGLE_FAMILY,0.13,27608,660000,2.0,,,2062891978,1.0,1296.0
36,SINGLE_FAMILY,,27597,380650,4.0,,,2064180298,3.0,1918.0
37,TOWNHOUSE,0.07300000000000001,27523,531177,5.0,,,2066801551,5.0,2760.0
38,SINGLE_FAMILY,0.16,27591,790763,4.0,,,2067914804,3.0,3222.0
39,SINGLE_FAMILY,0.18,27616,505000,4.0,-78.512024,35.83769,215484338,3.0,2674.0
0,TOWNHOUSE,0.05,27614,395000,3.0,-78.57762,35.922657,69565702,3.0,2108.0
1,SINGLE_FAMILY,1.34,27597,330000,3.0,-78.28413,35.802086,71204461,2.0,1855.0
2,TOWNHOUSE,0.08,27560,524900,3.0,-78.83873,35.826103,71845606,3.0,2350.0
3,SINGLE_FAMILY,0.16999999999999998,27540,530000,4.0,-78.86099,35.640095,71898894,3.0,2754.0
4,TOWNHOUSE,0.08,27539,470000,3.0,-78.75506,35.665356,80202526,3.0,2436.0
5,SINGLE_FAMILY,0.15,27610,406700,4.0,-78.545975,35.7279,81748069,3.0,2363.0
6,TOWNHOUSE,0.04,27519,340000,2.0,-78.850266,35.834618,82670046,3.0,1380.0
7,TOWNHOUSE,0.08,27502,375000,3.0,-78.82703,35.7277,82675582,3.0,1326.0
8,SINGLE_FAMILY,0.22999999999999998,27540,655000,4.0,-78.87052,35.628,82677262,3.0,2778.0
9,SINGLE_FAMILY,0.22999999999999998,27540,595000,3.0,-78.77705,35.657368,89498191,3.0,2499.0
10,TOWNHOUSE,0.03,27607,459400,2.0,-78.67254,35.800755,122279280,3.0,1467.0
11,SINGLE_FAMILY,0.16,27603,591600,4.0,-78.69925,35.66118,133702832,3.0,2893.0
12,SINGLE_FAMILY,0.15,27616,490000,4.0,-78.51153,35.83856,133704265,3.0,2671.0
13,CONDO,0.0,27511,275000,2.0,,,2062627914,2.0,1100.0
14,CONDO,0.0,27615,215000,2.0,,,2062663543,2.0,1129.0
15,SINGLE_FAMILY,0.8,27616,540000,4.0,,,2062911640,3.0,2455.0
16,SINGLE_FAMILY,0.208,27526,616787,5.0,,,2065559320,4.0,3093.0
17,SINGLE_FAMILY,4.9,27529,600000,2.0,,,2065716414,2.0,1278.0
