,propertyType,lotAreaValue,address,price,bedrooms,longitude,latitude,zpid,bathrooms,livingArea
29,SINGLE_FAMILY,0.34,27587,385000,3.0,-78.46717,35.95531,50116299,2.0,1354.0
30,SINGLE_FAMILY,0.53,27603,1315000,3.0,-78.661964,35.628242,50118292,3.0,2119.0
31,SINGLE_FAMILY,0.25,27610,500000,6.0,-78.62491,35.743874,50122273,3.0,3191.0
32,SINGLE_FAMILY,0.19,27529,376600,4.0,-78.58983,35.720585,53462020,3.0,1949.0
33,SINGLE_FAMILY,0.55,27603,401000,3.0,-78.66015,35.627125,60396451,2.0,1595.0
34,SINGLE_FAMILY,0.32998163452709,27616,414000,3.0,-78.567665,35.84082,60397245,3.0,1902.0
35,SINGLE_FAMILY,0.21999540863177228,27587,417500,5.0,-78.493095,35.98653,60399433,3.0,2704.0
36,SINGLE_FAMILY,0.28,27540,652500,3.0,-78.804985,35.64955,60531330,3.0,2642.0
37,TOWNHOUSE,0.05,27523,415000,3.0,-78.879135,35.7523,60532490,3.0,1563.0
38,TOWNHOUSE,0.08,27613,612000,3.0,-78.7083,35.88279,60534729,3.0,2689.0
39,TOWNHOUSE,0.029981634527089074,27603,310000,2.0,-78.6797,35.750713,60535080,2.5,1300.0
0,TOWNHOUSE,0.3,27609,350000,3.0,-78.62705,35.8591,6460351,3.0,1740.0
1,SINGLE_FAMILY,0.3,27511,577000,3.0,-78.769104,35.78001,6461058,2.0,1490.0
2,SINGLE_FAMILY,0.58,27613,552000,4.0,-78.720924,35.90619,6464694,3.0,2200.0
3,SINGLE_FAMILY,0.26,27604,387500,3.0,-78.578094,35.82659,6465326,2.0,1588.0
4,TOWNHOUSE,0.05,27511,330000,2.0,-78.78442,35.758038,6466218,2.0,1119.0
5,SINGLE_FAMILY,2.48,27614,1815000,4.0,-78.61464,35.930794,6474745,4.0,4981.0
6,SINGLE_FAMILY,0.92,27603,373900,3.0,-78.633965,35.649544,6476579,2.0,1613.0
7,SINGLE_FAMILY,0.25,27526,351000,3.0,-78.7865,35.605644,6484648,2.0,1567.0
8,SINGLE_FAMILY,0.3,27616,335000,3.0,-78.548775,35.88059,6485828,2.0,1290.0
9,SINGLE_FAMILY,0.58999081726354,27518,675000,,-78.75635,35.733486,6486709,3.0,4217.0
10,TOWNHOUSE,0.02,27511,290000,2.0,-78.789825,35.76295,6492797,3.0,1126.0
11,TOWNHOUSE,0.05,27518,625000,2.0,-78.76632,35.72493,6504425,3.0,2358.0
12,SINGLE_FAMILY,0.89,27539,800000,3.0,-78.80158,35.6918,6513201,4.0,4090.0
13,SINGLE_FAMILY,0.29,27615,450000,4.0,-78.57608,35.898853,6513704,3.0,2146.0
14,TOWNHOUSE,0.06,27604,255000,2.0,-78.566055,35.82954,6516537,2.0,1703.0
15,SINGLE_FAMILY,0.25,27560,595000,3.0,-78.84068,35.835575,65329268,3.0,2284.0
16,SINGLE_FAMILY,0.13999999999999999,27560,485000,3.0,-78.836555,35.82764,65335132,3.0,1662.0
17,SINGLE_FAMILY,0.275,27587,702000,3.0,-78.49174,35.944275,65340728,3.0,2894.0
18,SINGLE_FAMILY,0.38,27519,507500,3.0,-78.87288,35.779015,6535252,3.0,1770.0
19,SINGLE_FAMILY,0.18,27604,425000,4.0,-78.549965,35.812523,6537265,3.0,2312.0
20,SINGLE_FAMILY,0.34,27519,811000,4.0,-78.85445,35.795376,6559847,3.0,3009.0
21,SINGLE_FAMILY,0.19,27614,465000,4.0,-78.57777,35.911884,6560590,3.0,1873.0
22,SINGLE_FAMILY,0.28,27539,739555,5.0,-78.756584,35.65397,67556750,3.0,3017.0
23,SINGLE_FAMILY,0.31,27616,460000,4.0,-78.52657,35.874725,79885288,3.0,2267.0
24,TOWNHOUSE,0.03,27617,370000,3.0,-78.80847,35.90572,79888929,4.0,1718.0
25,SINGLE_FAMILY,0.12,27502,603000,3.0,-78.8706,35.725674,81434952,3.0,2297.0
26,SINGLE_FAMILY,0.32,27539,701000,4.0,-78.73238,35.643642,82671842,3.0,2702.0
27,SINGLE_FAMILY,0.1599862258953168,27610,411000,,-78.541046,35.71901,88952847,2.5,2392.0
28,SINGLE_FAMILY,0.127,27616,430000,3.0,-78.52087,35.895702,113105309,3.0,2455.0
29,TOWNHOUSE,0.03,27519,380000,3.0,-78.89542,35.828342,118204019,4.0,1775.0
30,TOWNHOUSE,0.1,27519,630000,3.0,-78.91045,35.831074,119341926,3.0,2403.0
31,SINGLE_FAMILY,3.26,27539,1100000,5.0,-78.71521,35.688026,122066937,6.0,4801.0
32,SINGLE_FAMILY,0.28,27539,725000,5.0,-78.72704,35.645264,122072493,4.0,3204.0
33,TOWNHOUSE,0.04,27603,361000,3.0,-78.654015,35.739365,122277123,3.0,1421.0
34,SINGLE_FAMILY,0.13999999999999999,27616,446000,3.0,-78.52371,35.864094,122279926,3.0,2104.0
35,SINGLE_FAMILY,0.21000000000000002,27587,592000,4.0,-78.49111,35.980286,122280586,4.0,2655.0
36,SINGLE_FAMILY,0.22999999999999998,27501,450000,4.0,-78.75276,35.54338,122282049,3.0,2675.0
37,SINGLE_FAMILY,0.15,27610,407000,,-78.545,35.737556,122282617,2.5,2040.0
38,TOWNHOUSE,0.03,27519,431000,3.0,-78.89515,35.82733,122282632,4.0,1800.0
39,SINGLE_FAMILY,,27519,330000,,-78.90375,35.81434,132092553,1.5,1424.0
0,LOT,0.1099862258953168,27616,400000,,-78.55755,35.850883,248753211,,
1,TOWNHOUSE,0.09,27511,680000,3.0,-78.75395,35.767643,248754678,3.0,2838.0
2,SINGLE_FAMILY,0.03999081726354454,27616,398000,,-78.5372,35.859837,305117663,3.5,1940.0
3,SINGLE_FAMILY,1.4199954086318,27591,80000,,-78.41142,35.75211,305126964,1.0,880.0
4,LOT,1.01,27539,295000,,-78.76703,35.685074,331657350,,
5,LOT,0.2,27519,871000,,-78.881195,35.81419,331657905,,
6,LOT,0.1099862258953168,27529,373000,,-78.61668,35.684017,336867278,,
7,TOWNHOUSE,0.053,27529,324141,3.0,-78.617096,35.683666,336867279,3.0,1529.0
8,TOWNHOUSE,0.05,27560,449500,3.0,-78.83095,35.831924,336867584,2.5,1835.0
9,LOT,0.31999540863177,27587,523000,,-78.459854,35.957867,336867757,,
10,LOT,0.22998163452708908,27526,218500,,-78.79663,35.55967,336869550,,
11,SINGLE_FAMILY,0.12,27591,440471,2.0,-78.42373,35.758144,336869597,2.0,1599.0
12,TOWNHOUSE,0.03,27511,325000,3.0,-78.79143,35.76642,50114510,3.0,1481.0
13,SINGLE_FAMILY,0.16,27612,486000,3.0,-78.7207,35.856327,50115450,3.0,1785.0
14,SINGLE_FAMILY,0.2,27526,397000,3.0,-78.75855,35.58397,50116927,3.0,1483.0
15,TOWNHOUSE,0.06999540863177227,27606,315000,2.0,-78.71613,35.752003,53461884,3.0,1462.0
16,TOWNHOUSE,0.02,27613,345000,3.0,-78.71314,35.87782,60395969,3.0,1387.0
17,SINGLE_FAMILY,0.62,27587,840000,4.0,-78.54358,35.988495,60539590,4.0,3740.0
18,SINGLE_FAMILY,0.46,27603,368000,4.0,-78.680244,35.680485,6377857,3.0,2002.0
19,SINGLE_FAMILY,0.7,27545,341100,3.0,-78.52283,35.782276,6384383,2.0,2030.0
20,SINGLE_FAMILY,0.30998622589532,27511,490000,3.0,-78.797066,35.770996,6384388,2.0,2200.0
21,SINGLE_FAMILY,0.11000000000000001,27601,730000,3.0,-78.634254,35.77019,6392309,3.0,1690.0
22,SINGLE_FAMILY,0.33999081726354,27609,600000,3.0,-78.65485,35.849773,6397003,2.0,2000.0
23,MULTI_FAMILY,0.31,27608,825000,,-78.66096,35.804096,6398372,,1910.0
24,SINGLE_FAMILY,0.45,27607,760000,4.0,-78.68069,35.8192,6403058,3.0,2470.0
25,SINGLE_FAMILY,0.36,27609,380000,3.0,-78.64793,35.866337,6408528,2.0,1524.0
26,LOT,7.3899908172635,27529,259000,,-78.645775,35.690918,6410645,1.0,640.0
27,MULTI_FAMILY,0.4,27608,810000,,-78.6461,35.809208,6411480,,2376.0
28,SINGLE_FAMILY,4.4799816345271,27523,420000,,-78.92958,35.747833,6411896,1.0,2223.0
29,SINGLE_FAMILY,0.93,27615,475000,4.0,-78.63658,35.896744,6413840,4.0,2981.0
30,SINGLE_FAMILY,0.45,27610,317000,3.0,-78.5403,35.75688,6413982,2.0,1608.0
31,SINGLE_FAMILY,0.38999081726354,27612,465000,,-78.66524,35.842014,6422604,2.5,2041.0
32,SINGLE_FAMILY,0.29,27610,480000,4.0,-78.605,35.79728,6425805,2.0,1564.0
33,SINGLE_FAMILY,0.3,27609,785000,4.0,-78.630486,35.846466,6426422,3.0,2286.0
34,SINGLE_FAMILY,0.42,27511,427000,3.0,-78.79573,35.770393,6429481,2.0,1464.0
35,SINGLE_FAMILY,0.01999540863177227,27511,257000,,-78.7491,35.766796,6442498,1.5,1152.0
36,MANUFACTURED,0.87998163452709,27597,75000,,-78.29507,35.810383,6447043,,
37,SINGLE_FAMILY,0.49,27591,335000,3.0,-78.43815,35.82943,6447749,2.0,1295.0
38,SINGLE_FAMILY,0.7,27613,532000,3.0,-78.68426,35.891624,6450753,2.0,3113.0
39,SINGLE_FAMILY,0.28,27511,460000,3.0,-78.82435,35.75546,6455434,3.0,1469.0
0,TOWNHOUSE,0.04,27545,231000,2.0,-78.49709,35.795128,6511433,1.0,934.0
1,SINGLE_FAMILY,0.15,27603,325000,3.0,-78.68875,35.75158,6512934,2.0,1242.0
2,SINGLE_FAMILY,0.41999540863177,27610,210000,,-78.54315,35.746162,6516232,2.0,1164.0
3,SINGLE_FAMILY,0.22000000000000003,27604,405000,4.0,-78.54836,35.806538,6521386,3.0,2179.0
4,SINGLE_FAMILY,0.25998622589532,27604,115500,,-78.549965,35.818268,65333172,3.5,2961.0
5,TOWNHOUSE,0.04,27613,360000,2.0,-78.729576,35.877823,65339880,4.0,1896.0
6,TOWNHOUSE,0.029981634527089074,27613,300000,2.0,-78.73848,35.895725,65344141,3.0,1277.0
7,SINGLE_FAMILY,0.92,27513,1250000,4.0,-78.84075,35.787712,6543490,4.0,3446.0
8,SINGLE_FAMILY,0.28,27518,550000,3.0,-78.793365,35.708748,6544391,3.0,2350.0
9,SINGLE_FAMILY,0.29,27502,455000,3.0,-78.88958,35.724285,6555291,2.0,1608.0
10,SINGLE_FAMILY,1.5,27540,539900,3.0,-78.83386,35.612953,67556413,3.0,2727.0
11,SINGLE_FAMILY,0.12,27610,415000,4.0,-78.62447,35.73128,69567043,3.0,2419.0
12,SINGLE_FAMILY,0.22999999999999998,27529,395000,4.0,-78.59432,35.72668,79887939,3.0,2088.0
13,SINGLE_FAMILY,0.34,27519,1400000,7.0,-78.916306,35.80543,81436463,5.0,5188.0
14,TOWNHOUSE,0.059986225895316804,27609,750000,3.0,-78.641335,35.831203,82676999,4.0,2317.0
15,TOWNHOUSE,0.03,27616,290000,2.0,-78.59121,35.867085,88943688,3.0,1292.0
16,SINGLE_FAMILY,0.2,27587,505000,4.0,-78.52837,35.97303,111577394,3.0,2582.0
17,SINGLE_FAMILY,0.31,27539,695000,4.0,-78.73006,35.6401,118509052,4.0,3027.0
18,SINGLE_FAMILY,1.0,27587,1000000,6.0,-78.47449,35.979214,122065955,6.0,5028.0
19,SINGLE_FAMILY,0.16999999999999998,27502,860000,6.0,-78.913155,35.707836,124447931,4.0,3639.0
20,APARTMENT,,27603,201500,2.0,-78.68599,35.752052,132183546,2.0,1000.0
21,CONDO,0.0,27614,307000,3.0,-78.568794,35.922794,132275361,3.0,1692.0
22,SINGLE_FAMILY,0.2,27526,500000,,-78.76364,35.587463,132345313,2.5,2347.0
23,SINGLE_FAMILY,1.3799816345271,27592,509000,,-78.68121,35.599037,132346802,2.5,2690.0
24,SINGLE_FAMILY,0.13999081726354454,27610,425000,,-78.5636,35.7215,133215883,2.5,1828.0
25,SINGLE_FAMILY,0.26,27616,490000,5.0,-78.52358,35.86571,133221807,3.0,2211.0
26,SINGLE_FAMILY,0.06,27587,353475,4.0,-78.48878,35.97855,133700348,4.0,1879.0
27,SINGLE_FAMILY,0.15,27603,530000,4.0,-78.69711,35.65858,133702835,3.0,2390.0
28,SINGLE_FAMILY,0.22000000000000003,27526,492500,4.0,,,2062427465,3.0,2472.0
29,SINGLE_FAMILY,0.22999999999999998,27526,507205,4.0,,,2062949781,3.0,2472.0
30,SINGLE_FAMILY,0.22000000000000003,27526,505000,5.0,,,2064240589,3.0,2613.0
31,MULTI_FAMILY,0.4,27608,810000,,,,2064244077,,2546.0
32,SINGLE_FAMILY,0.139,27529,596080,6.0,,,2066870847,5.0,3917.0
33,SINGLE_FAMILY,0.11000000000000001,27540,540704,5.0,,,2066974166,4.0,3032.0
34,SINGLE_FAMILY,0.232,27616,690000,5.0,,,2068430021,4.0,2949.0
35,SINGLE_FAMILY,0.195,27519,880695,4.0,,,2070065635,5.0,4084.0
36,MULTI_FAMILY,0.31,27608,825000,,-78.663574,35.80396,2085903096,,1910.0
37,SINGLE_FAMILY,0.21000000000000002,27526,695500,4.0,-78.77619,35.63135,215484934,3.0,3026.0
38,LOT,0.72998163452709,27529,250000,,-78.642296,35.69186,248741516,,
39,SINGLE_FAMILY,0.16999999999999998,27562,660000,4.0,-78.94372,35.6909,248750556,4.0,3564.0
0,LOT,0.30998622589532,27523,1091000,,-78.9298,35.76918,248751257,,
1,SINGLE_FAMILY,0.16,27597,430000,5.0,-78.33684,35.860855,305120084,3.0,2920.0
2,SINGLE_FAMILY,0.18999081726354453,27519,925500,,-78.880295,35.815975,305120769,,
3,SINGLE_FAMILY,0.69,27592,440000,3.0,-78.65673,35.564003,305122785,2.0,2139.0
4,TOWNHOUSE,0.06,27603,379500,3.0,-78.69352,35.663166,305127808,3.0,1889.0
5,TOWNHOUSE,0.05399999999999999,27529,402000,3.0,-78.59209,35.705273,331654481,3.0,1500.0
6,TOWNHOUSE,0.03,27587,412070,3.0,-78.49236,35.967358,331656492,4.0,2208.0
7,SINGLE_FAMILY,0.22999999999999998,27591,469000,5.0,-78.36336,35.76778,331656760,3.0,2154.0
8,LOT,0.13999081726354454,27560,987000,,-78.83238,35.821236,336867425,,
9,LOT,0.27998163452709,27587,510000,,-78.45959,35.957905,336868656,,
10,SINGLE_FAMILY,0.33,27519,960000,4.0,-78.8573,35.80632,50102738,4.0,2744.0
11,SINGLE_FAMILY,0.85,27616,500000,3.0,-78.487434,35.861717,50106345,2.0,2130.0
12,TOWNHOUSE,0.04,27502,399000,3.0,-78.861374,35.740444,50119219,3.0,1678.0
13,SINGLE_FAMILY,0.24,27614,595000,4.0,-78.56718,35.91451,53455899,3.0,2608.0
14,SINGLE_FAMILY,0.48,27518,1720000,5.0,-78.79894,35.71192,53460679,5.0,4606.0
15,TOWNHOUSE,0.05,27616,305000,3.0,-78.56417,35.863422,60536875,3.0,1659.0
16,SINGLE_FAMILY,0.36,27587,600000,4.0,-78.51402,35.92864,62024601,3.0,3174.0
17,SINGLE_FAMILY,0.3,27607,678500,3.0,-78.68236,35.808178,6378091,2.0,1403.0
18,SINGLE_FAMILY,0.35,27511,410000,3.0,-78.77386,35.784668,6384322,2.0,1452.0
19,SINGLE_FAMILY,0.64,27529,426000,3.0,-78.61614,35.705032,6385682,3.0,2369.0
20,SINGLE_FAMILY,0.45998622589532,27609,440000,,-78.63998,35.852715,6386806,1.5,1486.0
21,SINGLE_FAMILY,0.28999081726354,27511,428000,3.0,-78.79267,35.782448,6392249,2.0,1350.0
22,MULTI_FAMILY,0.3,27608,825000,2.0,-78.66069,35.804085,6399802,1.0,955.0
23,SINGLE_FAMILY,0.46,27606,545000,4.0,-78.70431,35.768223,6410584,3.0,2900.0
24,SINGLE_FAMILY,0.24,27609,600000,3.0,-78.636284,35.853344,6422294,3.0,2050.0
25,SINGLE_FAMILY,0.57063820018365,27615,699000,3.0,-78.62052,35.881733,6432181,3.0,2957.0
26,SINGLE_FAMILY,4.9199954086318,27603,350000,,-78.671936,35.702915,6433831,1.0,1098.0
27,LOT,2.573,27616,1350000,,-78.58615,35.86887,6436829,,
28,LOT,0.85,27597,65000,0.0,-78.31777,35.865906,6445194,0.0,1288.0
29,TOWNHOUSE,0.1,27606,257000,3.0,-78.74139,35.77413,6446491,2.0,1300.0
30,TOWNHOUSE,0.05,27609,335000,2.0,-78.62691,35.860336,6457661,2.0,1384.0
31,SINGLE_FAMILY,1.1,27539,309500,,-78.737206,35.656326,6459128,2.0,1406.0
32,MULTI_FAMILY,0.3,27529,355000,6.0,-78.62259,35.68515,6462514,4.0,2400.0
33,MULTI_FAMILY,0.13999081726354454,27529,345000,6.0,-78.62232,35.68514,6462515,4.0,2400.0
34,SINGLE_FAMILY,0.059986225895316804,27609,165000,,-78.61015,35.866314,6473487,2.5,1424.0
35,SINGLE_FAMILY,0.26,27609,410000,4.0,-78.617165,35.867477,6473501,2.0,1988.0
36,SINGLE_FAMILY,0.13999999999999999,27616,233500,2.0,-78.56509,35.878967,6493505,2.0,1048.0
37,SINGLE_FAMILY,1.46,27520,375000,3.0,-78.49488,35.68799,6494229,2.0,1759.0
38,TOWNHOUSE,0.1,27612,465000,2.0,-78.68811,35.826893,6503461,3.0,1720.0
39,LOT,1.87,27615,160000,,-78.61357,35.91101,6508272,,
0,SINGLE_FAMILY,0.2,27518,595000,3.0,-78.77793,35.726376,6494865,3.0,2359.0
1,SINGLE_FAMILY,0.15,27613,600000,3.0,-78.68292,35.907253,6495465,3.0,2100.0
2,TOWNHOUSE,0.03,27615,280000,3.0,-78.64423,35.88415,6497880,2.0,1342.0
3,SINGLE_FAMILY,0.48,27540,390000,3.0,-78.81321,35.605827,6516949,3.0,1505.0
4,TOWNHOUSE,0.03,27603,285000,2.0,-78.681725,35.749966,6518398,2.0,1256.0
5,SINGLE_FAMILY,0.27,27613,525000,4.0,-78.7481,35.931602,6521293,3.0,2151.0
6,SINGLE_FAMILY,0.38,27513,555000,4.0,-78.83438,35.770237,6524199,3.0,2657.0
7,SINGLE_FAMILY,3.11,27613,540000,3.0,-78.69504,35.986225,6530510,3.0,1682.0
8,SINGLE_FAMILY,0.35,27540,430000,3.0,-78.870224,35.634377,65329480,3.0,1677.0
9,SINGLE_FAMILY,0.21000000000000002,27540,385000,3.0,-78.87376,35.63186,65334995,3.0,1664.0
10,SINGLE_FAMILY,0.15,27613,600000,4.0,-78.73003,35.88176,65336576,3.0,2538.0
11,TOWNHOUSE,0.03,27540,320000,3.0,-78.8314,35.674156,65343766,3.0,1470.0
12,SINGLE_FAMILY,0.22999999999999998,27612,651500,4.0,-78.674126,35.863113,6537177,4.0,2808.0
13,SINGLE_FAMILY,0.16,27519,639000,4.0,-78.85182,35.772327,6541584,3.0,2826.0
14,SINGLE_FAMILY,0.26,27615,500000,4.0,-78.6339,35.876705,6548664,3.0,2516.0
15,SINGLE_FAMILY,1.33,27529,480000,3.0,-78.60925,35.631886,6554537,3.0,2277.0
16,SINGLE_FAMILY,2.3,27587,540000,3.0,-78.63784,36.040905,6556555,3.0,2637.0
17,SINGLE_FAMILY,0.49,27592,553500,3.0,-78.7045,35.584106,68010873,3.0,2858.0
18,SINGLE_FAMILY,0.15,27603,525000,3.0,-78.66327,35.66946,71206653,3.0,2580.0
19,SINGLE_FAMILY,0.13,27614,650000,3.0,-78.580696,35.9249,71671668,3.0,2855.0
20,SINGLE_FAMILY,0.15,27526,465000,4.0,-78.79775,35.570625,82670433,3.0,2571.0
21,TOWNHOUSE,0.03,27587,386000,3.0,-78.503975,35.97394,94722834,3.0,1953.0
22,SINGLE_FAMILY,0.21000000000000002,27526,480000,4.0,-78.749626,35.572403,103764022,3.0,2402.0
23,SINGLE_FAMILY,0.13999999999999999,27523,636000,4.0,-78.829865,35.756474,103767212,3.0,2555.0
24,SINGLE_FAMILY,0.36,27539,825000,5.0,-78.754654,35.660423,118203369,5.0,3595.0
25,SINGLE_FAMILY,0.7,27526,850000,4.0,-78.756996,35.64018,118509260,4.0,3614.0
26,SINGLE_FAMILY,0.13999999999999999,27526,412000,4.0,-78.80787,35.578606,119340803,3.0,1801.0
27,SINGLE_FAMILY,0.29,27571,695000,5.0,-78.474525,35.936413,120560818,4.0,2968.0
28,SINGLE_FAMILY,0.22000000000000003,27540,676000,5.0,-78.856445,35.66945,122278706,4.0,3673.0
29,LOT,4.7099862258953,27617,860000,,-78.74555,35.905018,122279278,,
30,SINGLE_FAMILY,0.22998163452708908,27523,469000,,-78.832306,35.76099,124269055,2.5,2410.0
31,CONDO,0.0,27540,265000,2.0,-78.8098,35.658375,131707981,2.0,922.0
32,SINGLE_FAMILY,,27511,195000,,-78.791016,35.75844,132145026,,704.0
33,TOWNHOUSE,0.0,27605,440000,2.0,-78.650215,35.796078,132219996,3.0,1081.0
34,LOT,14.359986225895,27540,9238000,,-78.8548,35.64895,132343081,,
35,LOT,2.8199954086318,27616,1350000,,-78.58661,35.8692,133218022,0.0,1056.0
36,SINGLE_FAMILY,0.60998622589532,27603,1730000,,-78.646484,35.74629,133703478,1.5,1158.0
37,SINGLE_FAMILY,0.21000000000000002,27540,721438,4.0,,,2062395453,3.0,2883.0
38,LOT,5.16,27529,600000,,-78.592705,35.659073,215487353,,
39,SINGLE_FAMILY,0.32,27526,855000,6.0,-78.80348,35.627563,248750513,6.0,4324.0
0,SINGLE_FAMILY,0.27,27529,215000,3.0,-78.61207,35.708176,89496199,2.0,1479.0
1,TOWNHOUSE,0.06,27519,450000,3.0,-78.87034,35.814518,94722862,3.0,1734.0
2,SINGLE_FAMILY,0.13,27526,480000,4.0,-78.74931,35.572327,103766721,3.0,2458.0
3,SINGLE_FAMILY,0.2,27545,450000,5.0,-78.483925,35.81179,113223164,3.0,3272.0
4,SINGLE_FAMILY,0.09,27519,735000,4.0,-78.90761,35.83186,119341445,4.0,2830.0
5,SINGLE_FAMILY,1.84,27587,1325000,5.0,-78.59817,35.97507,122275353,5.0,4907.0
6,SINGLE_FAMILY,0.16,27616,440000,3.0,-78.52182,35.867256,124269266,3.0,2222.0
7,CONDO,0.0,27513,249000,2.0,-78.78544,35.812057,132150616,1.0,966.0
8,SINGLE_FAMILY,0.34,27612,1218226,5.0,-78.68643,35.866817,132196920,4.0,3968.0
9,TOWNHOUSE,0.0,27608,415000,2.0,-78.62213,35.812546,132249072,3.0,1675.0
10,SINGLE_FAMILY,0.16999999999999998,27540,771000,5.0,-78.82883,35.627373,133700166,5.0,4018.0
11,SINGLE_FAMILY,0.19,27616,625062,5.0,,,2062686194,4.0,2949.0
12,CONDO,0.0,27615,313000,2.0,,,2063071896,3.0,1200.0
13,SINGLE_FAMILY,0.1,27587,470000,4.0,,,2063420865,3.0,2202.0
14,SINGLE_FAMILY,0.387,27502,1286064,6.0,,,2064337331,6.0,5273.0
15,SINGLE_FAMILY,0.22000000000000003,27526,526750,3.0,,,2065511707,3.0,2632.0
16,SINGLE_FAMILY,0.16999999999999998,27526,478315,4.0,,,2065512005,3.0,2170.0
17,TOWNHOUSE,0.05,27523,429268,3.0,,,2066801529,3.0,1934.0
18,SINGLE_FAMILY,0.37,27562,878900,4.0,,,2067714013,4.0,3836.0
19,TOWNHOUSE,0.03,27616,367335,3.0,,,2067754448,4.0,1720.0
20,TOWNHOUSE,0.06,27591,390000,3.0,-78.42578,35.763306,248747795,3.0,1664.0
21,TOWNHOUSE,0.05,27502,407100,3.0,-78.88433,35.74343,305125109,3.0,1536.0
22,TOWNHOUSE,0.03,27587,326000,3.0,-78.54621,35.913147,305126317,3.0,1553.0
23,SINGLE_FAMILY,0.12998163452708908,27526,2000,3.0,-78.8086,35.58932,331658209,2.5,1979.0
24,SINGLE_FAMILY,0.76,27592,365000,4.0,-78.698395,35.543274,336866249,3.0,2136.0
25,SINGLE_FAMILY,0.13999999999999999,27591,537802,2.0,-78.423935,35.757576,336867168,2.0,1835.0
26,SINGLE_FAMILY,0.15,27603,410000,3.0,-78.68167,35.74852,50116685,3.0,1503.0
27,SINGLE_FAMILY,0.63,27539,635000,4.0,-78.73207,35.68814,53455387,4.0,2745.0
28,SINGLE_FAMILY,0.25,27604,437000,3.0,-78.55934,35.81014,60397986,2.0,1997.0
29,TOWNHOUSE,0.1,27616,300300,3.0,-78.54296,35.893787,60398433,3.0,1410.0
30,SINGLE_FAMILY,0.68,27540,865000,4.0,-78.79597,35.64932,60531807,4.0,4518.0
31,SINGLE_FAMILY,0.15,27604,385000,2.0,-78.6263,35.796707,6378236,1.0,827.0
32,SINGLE_FAMILY,0.39,27607,650000,4.0,-78.678764,35.82185,6413084,3.0,3842.0
33,LOT,0.22000000000000003,27597,80000,,-78.320145,35.82348,6414069,,
34,SINGLE_FAMILY,0.12998163452708908,27526,2000,3.0,-78.8086,35.58911,6420223,2.5,1979.0
35,SINGLE_FAMILY,0.47,27610,270000,3.0,-78.54389,35.761726,6421807,2.0,1260.0
36,SINGLE_FAMILY,0.38,27529,300000,3.0,-78.61576,35.70054,6436445,2.0,1135.0
37,SINGLE_FAMILY,1.59,27591,450000,4.0,-78.41844,35.77708,6457276,3.0,1865.0
38,SINGLE_FAMILY,1.11,27613,835711,4.0,-78.70804,35.92042,6476608,3.0,3236.0
39,TOWNHOUSE,0.06,27615,351500,2.0,-78.63754,35.892475,6485894,3.0,1647.0
0,SINGLE_FAMILY,0.25998622589532,27511,871800,3.0,-78.78723,35.785007,6418834,3.0,2671.0
1,SINGLE_FAMILY,0.21000000000000002,27605,700000,4.0,-78.646065,35.791534,6428518,4.0,2329.0
2,SINGLE_FAMILY,0.22999999999999998,27607,520000,2.0,-78.674034,35.797855,6430383,2.0,1461.0
3,TOWNHOUSE,0.04,27511,340000,3.0,-78.762314,35.76809,6445317,3.0,1582.0
4,SINGLE_FAMILY,0.18,27615,405000,3.0,-78.652794,35.878677,6449733,2.0,1180.0
5,SINGLE_FAMILY,2.37,27612,920000,4.0,-78.72647,35.856934,6455224,5.0,2739.0
6,SINGLE_FAMILY,0.3,27513,460000,4.0,-78.81128,35.783253,6489427,4.0,1886.0
7,SINGLE_FAMILY,1.16,27526,425000,3.0,-78.7889,35.629604,6499178,3.0,2106.0
8,SINGLE_FAMILY,1.08,27591,535000,3.0,-78.40834,35.75031,6500023,2.0,2675.0
9,SINGLE_FAMILY,1.21,27539,599000,3.0,-78.80038,35.690655,6513227,3.0,2581.0
10,SINGLE_FAMILY,0.92,27539,635000,4.0,-78.79291,35.687923,6520117,3.0,2951.0
11,SINGLE_FAMILY,0.22999999999999998,27545,465000,4.0,-78.513245,35.788654,6522355,3.0,2203.0
12,SINGLE_FAMILY,0.29,27612,551000,3.0,-78.6713,35.86447,6523406,3.0,2334.0
13,SINGLE_FAMILY,0.27,27518,600000,5.0,-78.77798,35.716393,6523906,3.0,2703.0
14,SINGLE_FAMILY,5.28,27614,4100000,4.0,-78.60324,35.934372,6524853,9.0,12178.0
15,SINGLE_FAMILY,0.13,27616,395000,3.0,-78.50707,35.888165,65337851,3.0,1744.0
16,SINGLE_FAMILY,0.3,27519,1080000,6.0,-78.91185,35.814068,65339221,6.0,4249.0
17,TOWNHOUSE,0.04,27612,450000,3.0,-78.702965,35.826485,65341578,4.0,2103.0
18,SINGLE_FAMILY,0.37,27540,750000,4.0,-78.821686,35.66071,65341875,3.0,2857.0
19,SINGLE_FAMILY,0.22999999999999998,27526,455000,3.0,-78.78209,35.606136,65343224,3.0,2411.0
20,SINGLE_FAMILY,0.49,27616,445000,2.0,-78.563515,35.858032,65344832,2.0,2354.0
21,SINGLE_FAMILY,0.16999999999999998,27610,405000,3.0,-78.55848,35.75762,65345089,3.0,2273.0
22,SINGLE_FAMILY,0.22000000000000003,27529,391000,3.0,-78.605255,35.691833,6538142,3.0,2145.0
