,lotAreaValue,address,bedrooms,longitude,latitude,zpid,bathrooms,livingArea,CONDO,LOT,SINGLE_FAMILY,TOWNHOUSE,price
362,0.41999540863177,27610,3.0,-78.54315,35.746162,6516232,2.0,1164.0,0,0,1,0,210000
825,6.98,27587,3.0,-78.48509,35.87528,248751525,4.0,2105.0,0,0,1,0,835000
936,0.6,27511,4.0,-78.78604,35.7463,6401682,4.0,4263.0,0,0,1,0,1475000
410,0.33,27519,4.0,-78.8573,35.80632,50102738,4.0,2744.0,0,0,1,0,960000
889,0.03,27587,2.0,-78.51371,35.966305,67558500,3.0,1380.0,0,0,0,1,300000
609,0.1399999999999999,27616,2.0,-78.51096,35.897945,111573611,2.0,1845.0,0,0,1,0,380000
742,0.3,27513,4.0,-78.7827,35.798103,6442438,3.0,2067.0,0,0,1,0,435000
612,0.1699954086317722,27526,3.0,-78.77093,35.58796,116230574,2.5,2117.0,0,0,1,0,2295
758,0.18,27571,3.0,-78.466866,35.911892,65341020,3.0,2134.0,0,0,1,0,411000
233,0.25,27603,3.0,-78.67021,35.74183,6555047,3.0,1863.0,0,0,1,0,448000
318,0.03,27519,3.0,-78.89515,35.82733,122282632,4.0,1800.0,0,0,0,1,431000
809,0.2299999999999999,27540,3.0,-78.77705,35.657368,89498191,3.0,2499.0,0,0,1,0,595000
580,0.95,27615,4.0,-78.677216,35.943882,305126398,5.0,4315.0,0,0,1,0,1317914
693,0.1199954086317722,27610,3.0,-78.61614,35.73328,102755376,2.5,1679.0,0,0,1,0,2199
596,0.31,27608,4.0,-78.65047,35.799664,6401881,5.0,4669.0,0,0,1,0,1685000
931,0.82,27612,4.0,-78.66489,35.87211,6391724,4.0,2877.0,0,0,1,0,685000
556,0.28,27529,4.0,-78.59463,35.67366,71207530,4.0,3011.0,0,0,1,0,585000
450,0.15,27613,4.0,-78.73003,35.88176,65336576,3.0,2538.0,0,0,1,0,600000
579,0.33,27519,5.0,-78.89549,35.834824,305126320,4.0,4116.0,0,0,1,0,1060000
174,0.22,27545,4.0,-78.46686,35.797592,125090228,3.0,2968.0,0,0,1,0,580000
345,0.36,27609,3.0,-78.64793,35.866337,6408528,2.0,1524.0,0,0,1,0,380000
484,0.09,27519,4.0,-78.90761,35.83186,119341445,4.0,2830.0,0,0,1,0,735000
766,0.03,27615,2.0,-78.64271,35.8828,6486842,2.0,1220.0,0,0,0,1,280000
396,0.31,27608,3.0,-78.663574,35.80396,2085903096,3.0,1910.0,0,0,0,0,825000
522,0.2299999999999999,27607,2.0,-78.674034,35.797855,6430383,2.0,1461.0,0,0,1,0,520000
232,0.81,27513,5.0,-78.84077,35.78804,6543491,5.0,4383.0,0,0,1,0,1315000
774,0.28,27519,4.0,-78.86636,35.767292,6557538,3.0,2222.0,0,0,1,0,626750
274,0.32998163452709,27616,3.0,-78.567665,35.84082,60397245,3.0,1902.0,0,0,1,0,414000
91,0.28,27518,4.0,-78.77807,35.714195,6524508,3.0,3407.0,0,0,1,0,800000
99,0.05,27502,3.0,-78.8753,35.727566,65339237,3.0,1476.0,0,0,0,1,365000
161,0.2299999999999999,27539,4.0,-78.81078,35.67658,68319575,3.0,2283.0,0,0,1,0,435000
38,8.25,27540,3.0,-78.85417,35.56534,71855757,3.0,2108.0,0,0,1,0,174000
90,0.97,27540,3.0,-78.8065,35.642895,6519731,4.0,3658.0,0,0,1,0,750000
627,0.32,27616,4.0,-78.497345,35.850533,132301128,3.0,3223.0,0,0,1,0,523500
749,0.73,27526,3.0,-78.75257,35.63166,6494275,3.0,1834.0,0,0,1,0,405000
876,0.22,27545,3.0,-78.4541,35.76577,6563521,2.0,1230.0,0,0,1,0,331000
423,0.46,27606,4.0,-78.70431,35.768223,6410584,3.0,2900.0,0,0,1,0,545000
330,0.229981634527089,27526,3.0,-78.79663,35.55967,336869550,3.0,2108.0,0,1,0,0,218500
257,0.11,27523,3.0,-78.92706,35.73302,331653999,3.0,1902.0,0,0,1,0,575000
42,0.15,27610,4.0,-78.59418,35.74222,125250200,2.5,2035.0,0,0,1,0,2325
438,0.1,27612,2.0,-78.68811,35.826893,6503461,3.0,1720.0,0,0,0,1,465000
408,0.1399908172635445,27560,3.0,-78.83238,35.821236,336867425,3.0,2108.0,0,1,0,0,987000
806,0.04,27519,2.0,-78.850266,35.834618,82670046,3.0,1380.0,0,0,0,1,340000
824,0.08,27523,4.0,-78.9186,35.737762,244488911,4.0,2370.0,0,0,1,0,590000
83,0.1199954086317722,27610,3.0,-78.58727,35.76983,6503026,2.5,1480.0,0,0,1,0,180000
112,0.16,27614,4.0,-78.556145,35.966125,81436757,3.0,2538.0,0,0,1,0,475000
289,0.58999081726354,27518,3.0,-78.75635,35.733486,6486709,3.0,4217.0,0,0,1,0,675000
259,0.2,27610,3.0,-78.543434,35.702396,336868604,3.0,2108.0,0,1,0,0,451000
543,0.22,27612,4.0,-78.67501,35.867184,6549295,3.0,2737.0,0,0,1,0,700000
364,0.25998622589532,27604,3.0,-78.549965,35.818268,65333172,3.5,2961.0,0,0,1,0,115500
149,0.2,27607,3.0,-78.66886,35.798695,6427840,2.0,1072.0,0,0,1,0,525000
366,0.029981634527089,27613,2.0,-78.73848,35.895725,65344141,3.0,1277.0,0,0,0,1,300000
721,0.29,27539,4.0,-78.8185,35.674004,248741753,3.0,2990.0,0,0,1,0,756470
222,0.71,27587,3.0,-78.52075,35.892918,6493520,3.0,1755.0,0,0,1,0,415000
585,0.69,27610,3.0,-78.607124,35.780094,50096919,3.0,2822.0,0,0,1,0,685000
88,0.19,27513,3.0,-78.78972,35.816204,6513803,3.0,1629.0,0,0,1,0,485000
352,0.29,27610,4.0,-78.605,35.79728,6425805,2.0,1564.0,0,0,1,0,480000
256,0.1399999999999999,27591,2.0,-78.42811,35.76265,248756500,2.0,1670.0,0,0,1,0,390000
709,0.0,27511,2.0,-78.79274,35.75751,2079468496,1.0,729.0,1,0,0,0,224921
683,0.01,27612,3.0,-78.739975,35.879017,6565279,3.0,2026.0,0,0,0,1,410000
303,0.31,27616,4.0,-78.52657,35.874725,79885288,3.0,2267.0,0,0,1,0,460000
829,1.01,27615,4.0,-78.67932,35.942726,305126418,5.0,5076.0,0,0,1,0,2072136
193,0.36999540863177,27562,3.0,-78.89296,35.62668,336860447,3.0,2108.0,0,1,0,0,879000
432,0.3,27529,6.0,-78.62259,35.68515,6462514,4.0,2400.0,0,0,0,0,355000
953,0.69,27603,3.0,-78.64309,35.61488,6509124,3.0,1440.0,0,0,1,0,325000
419,0.64,27529,3.0,-78.61614,35.705032,6385682,3.0,2369.0,0,0,1,0,426000
298,0.38,27519,3.0,-78.87288,35.779015,6535252,3.0,1770.0,0,0,1,0,507500
13,0.26,27613,3.0,-78.71689,35.880104,6493294,3.0,1810.0,0,0,1,0,470000
930,0.82,27612,4.0,-78.689186,35.85759,6376442,4.0,2961.0,0,0,1,0,540000
309,0.03,27519,3.0,-78.89542,35.828342,118204019,4.0,1775.0,0,0,0,1,380000
201,0.71,27571,4.0,-78.4576,35.93771,60539029,3.0,2538.0,0,0,1,0,440000
81,1.29,27539,3.0,-78.74156,35.662148,6486866,3.0,1900.0,0,0,1,0,425000
979,0.2299999999999999,27540,5.0,-78.85988,35.663055,248747622,5.0,4300.0,0,0,1,0,875000
577,0.004,27591,3.0,-78.42674,35.760624,248754689,3.0,1700.0,0,0,0,1,359500
656,0.96,27606,4.0,-78.75055,35.725548,6456958,3.0,2434.0,0,0,1,0,590600
654,0.52,27603,2.0,-78.65618,35.709034,6437388,1.0,950.0,0,0,1,0,246000
264,0.15,27513,3.0,-78.777885,35.79995,50100554,3.0,2001.0,0,0,1,0,495000
279,0.029981634527089,27603,2.0,-78.6797,35.750713,60535080,2.5,1300.0,0,0,0,1,310000
803,0.1699999999999999,27540,4.0,-78.86099,35.640095,71898894,3.0,2754.0,0,0,1,0,530000
57,0.41,27513,5.0,-78.77345,35.79444,305116813,4.0,3069.0,0,0,1,0,965500
524,0.18,27615,3.0,-78.652794,35.878677,6449733,2.0,1180.0,0,0,1,0,405000
9,0.38999081726354,27511,3.0,-78.82478,35.757927,6465064,2.0,1732.0,0,0,1,0,2150
411,0.85,27616,3.0,-78.487434,35.861717,50106345,2.0,2130.0,0,0,1,0,500000
434,0.0599862258953168,27609,3.0,-78.61015,35.866314,6473487,2.5,1424.0,0,0,1,0,165000
743,1.36,27615,4.0,-78.67654,35.90884,6451530,3.0,3153.0,0,0,1,0,860000
993,0.26,27502,4.0,-78.88731,35.732674,50114442,3.0,2376.0,0,0,1,0,623000
340,0.30998622589532,27511,3.0,-78.797066,35.770996,6384388,2.0,2200.0,0,0,1,0,490000
992,0.28,27603,4.0,-78.66991,35.668106,50114254,3.0,2350.0,0,0,1,0,575000
455,1.33,27529,3.0,-78.60925,35.631886,6554537,3.0,2277.0,0,0,1,0,480000
179,0.1399999999999999,27616,4.0,-78.511536,35.837463,133704370,3.0,2615.0,0,0,1,0,520500
77,1.1,27526,2.0,-78.80665,35.56236,6376519,2.0,1264.0,0,0,1,0,280000
132,0.04,27613,3.0,-78.73467,35.900005,50116161,3.0,1600.0,0,0,0,1,365000
24,0.34,27540,4.0,-78.81316,35.657055,65343156,3.0,2770.0,0,0,1,0,665000
16,0.03,27613,2.0,-78.71209,35.865623,6501003,3.0,1339.0,0,0,0,1,321000
594,0.25,27604,3.0,-78.600235,35.826317,6380835,2.0,1823.0,0,0,1,0,367728
229,0.2399908172635445,27526,3.0,-78.798294,35.573975,6526062,2.5,1400.0,0,0,1,0,351000
145,0.28,27609,3.0,-78.61649,35.86317,6416636,2.0,2258.0,0,0,1,0,495000
294,0.06,27604,2.0,-78.566055,35.82954,6516537,2.0,1703.0,0,0,0,1,255000
682,0.21,27529,3.0,-78.60908,35.71884,6561177,2.0,1295.0,0,0,1,0,325000
670,1.89,27587,4.0,-78.56259,35.977215,6514454,5.0,3528.0,0,0,1,0,725000
850,1.67,27612,4.0,-78.67499,35.85281,6400891,4.0,4510.0,0,0,1,0,700000
350,0.45,27610,3.0,-78.5403,35.75688,6413982,2.0,1608.0,0,0,1,0,317000
490,0.1699999999999999,27540,5.0,-78.82883,35.627373,133700166,5.0,4018.0,0,0,1,0,771000
265,0.25,27523,4.0,-78.88579,35.75779,50110011,3.0,2620.0,0,0,1,0,625000
479,0.32,27526,6.0,-78.80348,35.627563,248750513,6.0,4324.0,0,0,1,0,855000
948,0.02,27511,2.0,-78.812515,35.75668,6486447,3.0,1105.0,0,0,0,1,247400
614,0.25,27587,4.0,-78.501,35.962727,119341237,4.0,2849.0,0,0,1,0,675000
764,0.34,27529,3.0,-78.63839,35.70566,6456742,2.0,1492.0,0,0,1,0,360000
313,0.04,27603,3.0,-78.654015,35.739365,122277123,3.0,1421.0,0,0,0,1,361000
599,0.27,27607,4.0,-78.67566,35.81112,6417057,4.0,4004.0,0,0,1,0,1525000
791,0.03,27540,3.0,-78.82581,35.679596,133703022,3.0,1724.0,0,0,0,1,350000
446,0.38,27513,4.0,-78.83438,35.770237,6524199,3.0,2657.0,0,0,1,0,555000
421,0.28999081726354,27511,3.0,-78.79267,35.782448,6392249,2.0,1350.0,0,0,1,0,428000
275,0.2199954086317722,27587,5.0,-78.493095,35.98653,60399433,3.0,2704.0,0,0,1,0,417500
681,0.19,27502,3.0,-78.85128,35.734203,6543312,3.0,2028.0,0,0,1,0,515900
76,0.02,27610,3.0,-78.5613,35.750515,60537531,3.0,1189.0,0,0,0,1,220500
110,0.18,27610,3.0,-78.58612,35.738937,71205682,3.0,1627.0,0,0,1,0,361000
603,0.0399908172635445,27519,3.0,-78.903465,35.81805,79883528,2.5,1895.0,0,0,0,1,2050
113,0.19,27587,4.0,-78.47414,35.963066,82672052,3.0,2659.0,0,0,1,0,485000
875,0.214,27616,3.0,-78.56035,35.835545,6552808,3.0,1656.0,0,0,1,0,380000
468,0.22,27540,5.0,-78.856445,35.66945,122278706,4.0,3673.0,0,0,1,0,676000
379,0.1699999999999999,27502,6.0,-78.913155,35.707836,124447931,4.0,3639.0,0,0,1,0,860000
454,0.26,27615,4.0,-78.6339,35.876705,6548664,3.0,2516.0,0,0,1,0,500000
94,0.3,27513,4.0,-78.84515,35.803642,6532172,4.0,3406.0,0,0,1,0,915000
373,0.34,27519,7.0,-78.916306,35.80543,81436463,5.0,5188.0,0,0,1,0,1400000
886,0.188,27519,4.0,-78.85257,35.76898,6558076,4.0,3016.0,0,0,1,0,837000
964,0.0,27610,2.0,-78.60777,35.79939,132245869,2.0,1012.0,1,0,0,0,160000
840,1.49,27540,4.0,-78.857544,35.602104,305116482,4.0,3847.0,0,0,1,0,850000
270,0.53,27603,3.0,-78.661964,35.628242,50118292,3.0,2119.0,0,0,1,0,1315000
939,0.3,27513,3.0,-78.80017,35.78953,6437871,2.0,1506.0,0,0,1,0,395000
238,0.27998163452709,27610,3.0,-78.54294,35.74717,6563703,2.0,1498.0,0,0,1,0,120000
66,0.47,27529,3.0,-78.60725,35.620716,50119555,2.0,1659.0,0,0,1,0,360000
732,0.24,27502,4.0,-78.90827,35.73458,50118534,3.0,2325.0,0,0,1,0,550000
860,0.05,27513,2.0,-78.79276,35.794632,6486800,2.0,1209.0,0,0,0,1,330000
641,0.72,27587,3.0,-78.54815,36.02089,60399282,3.0,2859.0,0,0,1,0,665000
540,0.49,27616,2.0,-78.563515,35.858032,65344832,2.0,2354.0,0,0,1,0,445000
425,0.57063820018365,27615,3.0,-78.62052,35.881733,6432181,3.0,2957.0,0,0,1,0,699000
217,0.88,27615,5.0,-78.66447,35.903847,6468487,4.0,4100.0,0,0,1,0,975000
402,0.1899908172635445,27519,3.0,-78.880295,35.815975,305120769,3.0,2108.0,0,0,1,0,925500
135,0.69,27616,3.0,-78.49397,35.834538,53459031,3.0,2644.0,0,0,1,0,493800
686,0.05,27560,3.0,-78.82574,35.80728,69563224,4.0,2866.0,0,0,0,1,620000
878,0.29,27603,3.0,-78.66708,35.66812,68317025,3.0,2400.0,0,0,1,0,535000
306,0.32,27539,4.0,-78.73238,35.643642,82671842,3.0,2702.0,0,0,1,0,701000
136,0.04,27615,2.0,-78.570854,35.89487,53459688,3.0,1389.0,0,0,0,1,300000
276,0.28,27540,3.0,-78.804985,35.64955,60531330,3.0,2642.0,0,0,1,0,652500
852,0.34,27608,4.0,-78.64061,35.816643,6417484,4.0,3522.0,0,0,1,0,1150000
847,0.29,27610,3.0,-78.61822,35.75222,6376032,1.0,1176.0,0,0,1,0,270000
5,0.46,27529,3.0,-78.611176,35.729122,6456549,2.0,1165.0,0,0,1,0,356500
633,1.15,27597,3.0,-78.33526,35.79413,133226317,3.0,3427.0,0,0,1,0,440000
757,0.19,27519,3.0,-78.86179,35.774197,6533787,3.0,1945.0,0,0,1,0,481000
567,0.1979999999999999,27540,4.0,-78.87134,35.659725,215487651,3.0,2698.0,0,0,1,0,660000
97,0.2299999999999999,27616,4.0,-78.514275,35.877674,65333739,3.0,2714.0,0,0,1,0,530000
701,0.0,27609,2.0,-78.605896,35.85138,132251074,2.0,1021.0,1,0,0,0,290000
990,0.2,27545,3.0,-78.463455,35.812225,50110083,2.0,1307.0,0,0,1,0,354500
61,0.259,27526,5.0,-78.824036,35.571915,336868441,3.0,2396.0,0,0,1,0,462557
538,0.37,27540,4.0,-78.821686,35.66071,65341875,3.0,2857.0,0,0,1,0,750000
849,0.16,27601,3.0,-78.633606,35.767673,6394407,2.0,1187.0,0,0,1,0,404250
659,1.3,27614,5.0,-78.6522,35.931522,6474007,5.0,2172.0,0,0,1,0,681000
73,0.2,27616,3.0,-78.511055,35.88066,60398593,3.0,1416.0,0,0,1,0,380000
807,0.08,27502,3.0,-78.82703,35.7277,82675582,3.0,1326.0,0,0,0,1,375000
517,1.59,27591,4.0,-78.41844,35.77708,6457276,3.0,1865.0,0,0,1,0,450000
608,0.03,27519,3.0,-78.89701,35.82648,89500295,4.0,1860.0,0,0,0,1,395000
737,0.19,27587,3.0,-78.49837,35.988712,6375657,1.0,1345.0,0,0,1,0,299500
45,0.03,27612,2.0,-78.72511,35.867523,133201002,3.0,1395.0,0,0,0,1,390000
570,0.41,27571,4.0,-78.46973,35.92912,215492192,5.0,2862.0,0,0,1,0,830000
486,0.16,27616,3.0,-78.52182,35.867256,124269266,3.0,2222.0,0,0,1,0,440000
547,0.5,27587,3.0,-78.52886,35.939133,6556962,2.0,1644.0,0,0,1,0,388000
745,0.03,27615,2.0,-78.64029,35.878826,6473394,3.0,1344.0,0,0,0,1,320000
415,0.05,27616,3.0,-78.56417,35.863422,60536875,3.0,1659.0,0,0,0,1,305000
220,1.0,27545,3.0,-78.47624,35.818184,6484424,2.0,1250.0,0,0,1,0,239500
672,0.56,27615,5.0,-78.63151,35.898766,6525457,5.0,4511.0,0,0,1,0,1010000
469,4.7099862258953,27617,3.0,-78.74555,35.905018,122279278,3.0,2108.0,0,1,0,0,860000
199,0.05,27560,3.0,-78.830925,35.83173,336868020,3.0,2108.0,0,1,0,0,468000
985,2.0,27511,2.0,-78.771645,35.766575,50097681,4.0,3052.0,0,0,1,0,480000
2,0.19,27608,4.0,-78.63476,35.804733,6421830,4.0,3169.0,0,0,1,0,1352000
999,0.36,27614,4.0,-78.5839,35.916573,50121891,3.0,3350.0,0,0,1,0,750000
576,0.2259999999999999,27526,4.0,-78.79674,35.62894,248750984,3.0,2372.0,0,0,1,0,575000
96,0.32,27502,5.0,-78.85763,35.744976,65330818,3.0,4745.0,0,0,1,0,885000
604,0.28,27539,4.0,-78.75921,35.65545,81435502,4.0,3130.0,0,0,1,0,750000
613,0.01,27610,3.0,-78.54464,35.77586,119340802,3.0,1692.0,0,0,0,1,292000
891,0.05,27519,3.0,-78.90361,35.84451,92415907,3.0,1637.0,0,0,0,1,2350
955,0.2299999999999999,27502,3.0,-78.84985,35.722664,6520900,2.0,1142.0,0,0,1,0,362000
35,0.97,27587,4.0,-78.558395,36.00829,68971872,5.0,3928.0,0,0,1,0,950000
208,0.56,27612,4.0,-78.6999,35.860535,6408670,4.0,3010.0,0,0,1,0,660000
689,0.1399999999999999,27539,4.0,-78.827,35.691307,83893794,3.0,2545.0,0,0,1,0,562920
996,0.04,27614,3.0,-78.590454,35.908638,50116351,3.0,1686.0,0,0,1,0,360000
343,0.31,27608,3.0,-78.66096,35.804096,6398372,3.0,1910.0,0,0,0,0,825000
883,0.43,27513,4.0,-78.78164,35.82488,6539156,4.0,4100.0,0,0,1,0,1025000
325,0.2,27519,3.0,-78.881195,35.81419,331657905,3.0,2108.0,0,1,0,0,871000
401,0.16,27597,5.0,-78.33684,35.860855,305120084,3.0,2920.0,0,0,1,0,430000
435,0.26,27609,4.0,-78.617165,35.867477,6473501,2.0,1988.0,0,0,1,0,410000
82,1.1799816345271,27501,3.0,-78.75012,35.53342,6494620,2.5,1560.0,0,0,1,0,215000
763,0.35,27511,4.0,-78.75185,35.775036,6432274,3.0,2603.0,0,0,1,0,390000
241,0.09,27539,4.0,-78.81384,35.67248,133699029,3.0,2659.0,0,0,0,1,525000
665,0.15,27511,3.0,-78.80102,35.76664,6497766,3.0,1458.0,0,0,1,0,430000
31,0.69,27526,3.0,-78.83332,35.60652,68319292,3.0,2637.0,0,0,1,0,701000
975,0.96,27587,4.0,-78.57981,35.986958,215486951,5.0,4430.0,0,0,1,0,1426000
591,1.01,27539,4.0,-78.74516,35.686287,60534172,4.0,3349.0,0,0,1,0,775000
430,0.05,27609,2.0,-78.62691,35.860336,6457661,2.0,1384.0,0,0,0,1,335000
239,0.03,27513,3.0,-78.78759,35.79343,67555524,3.0,1401.0,0,0,0,1,340000
894,0.03,27606,3.0,-78.72845,35.747715,114329795,3.0,1856.0,0,0,0,1,440000
307,0.1599862258953168,27610,3.0,-78.541046,35.71901,88952847,2.5,2392.0,0,0,1,0,411000
896,0.33,27539,5.0,-78.72857,35.6416,122278399,4.0,3195.0,0,0,1,0,745000
529,1.21,27539,3.0,-78.80038,35.690655,6513227,3.0,2581.0,0,0,1,0,599000
361,0.15,27603,3.0,-78.68875,35.75158,6512934,2.0,1242.0,0,0,1,0,325000
808,0.2299999999999999,27540,4.0,-78.87052,35.628,82677262,3.0,2778.0,0,0,1,0,655000
545,0.0699999999999999,27615,3.0,-78.586044,35.897736,6550890,3.0,1846.0,0,0,0,1,350000
473,0.0,27605,2.0,-78.650215,35.796078,132219996,3.0,1081.0,0,0,0,1,440000
954,0.18,27587,3.0,-78.5058,35.981037,6520319,2.0,1500.0,0,0,0,0,80000
805,0.15,27610,4.0,-78.545975,35.7279,81748069,3.0,2363.0,0,0,1,0,406700
994,0.15,27612,3.0,-78.71797,35.85536,50115391,3.0,1669.0,0,0,1,0,450000
214,0.81,27609,3.0,-78.64728,35.816917,6447070,3.0,3001.0,0,0,1,0,1300000
566,0.0,27604,2.0,-78.612854,35.818844,215487403,3.0,1260.0,1,0,0,0,340000
301,0.19,27614,4.0,-78.57777,35.911884,6560590,3.0,1873.0,0,0,1,0,465000
735,1.08,27603,3.0,-78.69256,35.64936,53460676,3.0,1540.0,0,0,1,0,462000
64,1.6199954086318,27592,3.0,-78.69024,35.539482,336869648,3.0,2108.0,0,1,0,0,640000
160,0.34,27526,4.0,-78.74789,35.62196,67556713,3.0,2600.0,0,0,1,0,535000
712,0.25,27502,4.0,-78.921524,35.708138,248747620,4.0,3135.0,0,0,1,0,905000
631,0.2,27526,3.0,-78.77947,35.60599,132344761,3.0,2108.0,0,1,0,0,80850
752,0.3,27513,3.0,-78.83127,35.77472,6510829,3.0,2248.0,0,0,1,0,550000
314,0.1399999999999999,27616,3.0,-78.52371,35.864094,122279926,3.0,2104.0,0,0,1,0,446000
290,0.02,27511,2.0,-78.789825,35.76295,6492797,3.0,1126.0,0,0,0,1,290000
461,0.03,27587,3.0,-78.503975,35.97394,94722834,3.0,1953.0,0,0,0,1,386000
170,0.03,27616,3.0,-78.53724,35.894028,102328967,3.0,1559.0,0,0,0,1,300000
671,0.18,27613,3.0,-78.746056,35.93021,6520595,3.0,1573.0,0,0,1,0,425000
839,0.28,27604,3.0,-78.59299,35.8261,6409000,3.0,1693.0,0,0,1,0,305000
409,0.27998163452709,27587,3.0,-78.45959,35.957905,336868656,3.0,2108.0,0,1,0,0,510000
514,0.129981634527089,27526,3.0,-78.8086,35.58911,6420223,2.5,1979.0,0,0,1,0,2000
74,0.43,27540,4.0,-78.816734,35.661472,60531261,4.0,3472.0,0,0,1,0,800000
466,0.1399999999999999,27526,4.0,-78.80787,35.578606,119340803,3.0,1801.0,0,0,1,0,412000
987,0.21,27540,5.0,-78.794174,35.656128,50105966,3.0,2845.0,0,0,1,0,655000
601,0.0899908172635445,27526,2.0,-78.797195,35.576813,69567152,1.5,1149.0,0,0,1,0,1795
541,0.1699999999999999,27610,3.0,-78.55848,35.75762,65345089,3.0,2273.0,0,0,1,0,405000
715,0.178,27610,3.0,-78.548035,35.698895,336865616,3.0,2742.0,0,0,1,0,590000
502,0.03,27587,3.0,-78.54621,35.913147,305126317,3.0,1553.0,0,0,0,1,326000
574,0.25,27502,5.0,-78.92806,35.724854,248747665,5.0,4000.0,0,0,1,0,850482
344,0.45,27607,4.0,-78.68069,35.8192,6403058,3.0,2470.0,0,0,1,0,760000
172,0.2,27502,4.0,-78.91313,35.718555,122281720,3.0,2777.0,0,0,1,0,792500
516,0.38,27529,3.0,-78.61576,35.70054,6436445,2.0,1135.0,0,0,1,0,300000
552,0.03,27513,3.0,-78.78808,35.79339,67555520,3.0,1392.0,0,0,0,1,325000
724,0.2299999999999999,27526,4.0,-78.77348,35.61628,248756578,4.0,2992.0,0,0,1,0,650000
643,0.04,27604,2.0,-78.54144,35.81363,62038343,2.0,918.0,0,0,0,1,209000
93,0.16,27545,3.0,-78.46354,35.76561,6525475,2.0,1229.0,0,0,1,0,331000
258,24.35,27587,3.0,-78.49652,35.999115,333944228,3.0,2108.0,0,1,0,0,19768132
867,0.88,27526,4.0,-78.73844,35.627506,6532518,3.0,2820.0,0,0,1,0,684000
581,0.15,27502,3.0,-78.94393,35.73636,331648969,3.0,2158.0,0,0,1,0,620000
320,0.1099862258953168,27616,3.0,-78.55755,35.850883,248753211,3.0,2108.0,0,1,0,0,400000
716,0.229981634527089,27612,3.0,-78.71969,35.83138,336867486,3.0,2108.0,0,1,0,0,950124
44,0.0,27612,3.0,-78.686325,35.838703,132193912,2.0,1537.0,1,0,0,0,247000
266,0.1699954086317722,27615,3.0,-78.57287,35.892555,50110732,2.5,1926.0,0,0,1,0,417500
355,0.0199954086317722,27511,3.0,-78.7491,35.766796,6442498,1.5,1152.0,0,0,1,0,257000
489,0.0,27608,2.0,-78.62213,35.812546,132249072,3.0,1675.0,0,0,0,1,415000
669,0.2,27513,3.0,-78.82679,35.77276,6513073,3.0,2319.0,0,0,1,0,593000
938,0.32,27609,4.0,-78.62895,35.84177,6428641,3.0,2513.0,0,0,1,0,770000
858,0.36,27615,4.0,-78.60259,35.897877,6477617,3.0,3196.0,0,0,1,0,751000
122,0.28999081726354,27523,3.0,-78.93208,35.781693,336869460,3.0,2108.0,0,1,0,0,853500
588,0.1699999999999999,27526,3.0,-78.7915,35.608925,53460511,2.0,1565.0,0,0,1,0,390000
260,0.029981634527089,27545,3.0,-78.50116,35.794804,336868985,3.0,2342.0,0,0,1,0,391000
138,0.36,27540,4.0,-78.818436,35.66106,60393315,3.0,3267.0,0,0,1,0,880000
694,0.08,27519,3.0,-78.90013,35.8045,122060381,3.0,1909.0,0,0,0,1,470000
703,0.15,27610,4.0,-78.58639,35.751366,133216025,3.0,2549.0,0,0,1,0,460000
837,0.05,27614,2.0,-78.59478,35.9139,60536652,3.0,1961.0,0,0,0,1,415000
114,0.03,27603,2.0,-78.659645,35.732666,82675612,3.0,1295.0,0,0,0,1,325000
21,0.18,27603,4.0,-78.68925,35.74892,6531822,3.0,2126.0,0,0,1,0,450000
39,0.93999081726354,27540,3.0,-78.85417,35.56534,71884595,3.0,2108.0,0,1,0,0,174500
537,0.04,27612,3.0,-78.702965,35.826485,65341578,4.0,2103.0,0,0,0,1,450000
207,0.2,27603,2.0,-78.64154,35.74563,6406616,1.0,835.0,0,0,1,0,312000
673,0.33,27540,4.0,-78.78553,35.658554,65335878,4.0,3060.0,0,0,1,0,775000
115,0.16,27526,3.0,-78.76697,35.612476,89495175,3.0,1589.0,0,0,1,0,383000
329,0.31999540863177,27587,3.0,-78.459854,35.957867,336867757,3.0,2108.0,0,1,0,0,523000
572,0.04,27587,3.0,-78.48818,35.97954,215493452,3.0,1656.0,0,0,0,1,350000
19,0.1399999999999999,27615,3.0,-78.594826,35.882042,6529329,3.0,2030.0,0,0,1,0,430000
382,0.2,27526,3.0,-78.76364,35.587463,132345313,2.5,2347.0,0,0,1,0,500000
159,0.7,27603,3.0,-78.63684,35.58144,6475012,3.0,1904.0,0,0,0,0,28000
117,0.73,27529,3.0,-78.58959,35.611523,111377267,2.0,2194.0,0,0,1,0,435500
869,0.18,27540,3.0,-78.87092,35.634117,65329471,3.0,1672.0,0,0,1,0,406801
568,0.3,27529,5.0,-78.62574,35.65156,215490907,4.0,2989.0,0,0,1,0,530000
768,0.1699999999999999,27513,3.0,-78.7932,35.81361,6496545,3.0,1825.0,0,0,1,0,415000
553,0.1399999999999999,27540,4.0,-78.84185,35.633255,67558557,3.0,2736.0,0,0,1,0,450000
372,0.2299999999999999,27529,4.0,-78.59432,35.72668,79887939,3.0,2088.0,0,0,1,0,395000
282,0.58,27613,4.0,-78.720924,35.90619,6464694,3.0,2200.0,0,0,1,0,552000
157,0.03,27609,2.0,-78.60208,35.859764,6465804,2.0,1095.0,0,0,0,1,265250
370,1.5,27540,3.0,-78.83386,35.612953,67556413,3.0,2727.0,0,0,1,0,539900
