,propertyType,lotAreaValue,address,price,bedrooms,longitude,latitude,zpid,bathrooms,livingArea,SB_ID
18,SINGLE_FAMILY,0.38,27519,507500,3,-78.87288,35.779015,6535252,3,1770,272
19,SINGLE_FAMILY,0.18,27604,425000,4,-78.549965,35.812523,6537265,3,2312,273
20,SINGLE_FAMILY,0.34,27519,811000,4,-78.85445,35.795376,6559847,3,3009,274
21,SINGLE_FAMILY,0.19,27614,465000,4,-78.57777,35.911884,6560590,3,1873,275
22,SINGLE_FAMILY,0.28,27539,739555,5,-78.756584,35.65397,67556750,3,3017,276
23,SINGLE_FAMILY,0.31,27616,460000,4,-78.52657,35.874725,79885288,3,2267,277
24,TOWNHOUSE,0.03,27617,370000,3,-78.80847,35.90572,79888929,4,1718,278
25,SINGLE_FAMILY,0.12,27502,603000,3,-78.8706,35.725674,81434952,3,2297,279
26,SINGLE_FAMILY,0.32,27539,701000,4,-78.73238,35.643642,82671842,3,2702,280
27,SINGLE_FAMILY,0.159986226,27610,411000,,-78.541046,35.71901,88952847,2.5,2392,281
28,SINGLE_FAMILY,0.127,27616,430000,3,-78.52087,35.895702,113105309,3,2455,282
29,TOWNHOUSE,0.03,27519,380000,3,-78.89542,35.828342,118204019,4,1775,283
30,TOWNHOUSE,0.1,27519,630000,3,-78.91045,35.831074,119341926,3,2403,284
31,SINGLE_FAMILY,3.26,27539,1100000,5,-78.71521,35.688026,122066937,6,4801,285
32,SINGLE_FAMILY,0.28,27539,725000,5,-78.72704,35.645264,122072493,4,3204,286
33,TOWNHOUSE,0.04,27603,361000,3,-78.654015,35.739365,122277123,3,1421,287
34,SINGLE_FAMILY,0.14,27616,446000,3,-78.52371,35.864094,122279926,3,2104,288
35,SINGLE_FAMILY,0.21,27587,592000,4,-78.49111,35.980286,122280586,4,2655,289
36,SINGLE_FAMILY,0.23,27501,450000,4,-78.75276,35.54338,122282049,3,2675,290
37,SINGLE_FAMILY,0.15,27610,407000,,-78.545,35.737556,122282617,2.5,2040,291
38,TOWNHOUSE,0.03,27519,431000,3,-78.89515,35.82733,122282632,4,1800,292
39,SINGLE_FAMILY,,27519,330000,,-78.90375,35.81434,132092553,1.5,1424,293
0,LOT,0.109986226,27616,400000,,-78.55755,35.850883,248753211,,,294
1,TOWNHOUSE,0.09,27511,680000,3,-78.75395,35.767643,248754678,3,2838,295
2,SINGLE_FAMILY,0.039990817,27616,398000,,-78.5372,35.859837,305117663,3.5,1940,296
3,SINGLE_FAMILY,1.419995409,27591,80000,,-78.41142,35.75211,305126964,1,880,305
4,LOT,1.01,27539,295000,,-78.76703,35.685074,331657350,,,306
5,LOT,0.2,27519,871000,,-78.881195,35.81419,331657905,,,1
6,LOT,0.109986226,27529,373000,,-78.61668,35.684017,336867278,,,2
7,TOWNHOUSE,0.053,27529,324141,3,-78.617096,35.683666,336867279,3,1529,3
8,TOWNHOUSE,0.05,27560,449500,3,-78.83095,35.831924,336867584,2.5,1835,31
9,LOT,0.319995409,27587,523000,,-78.459854,35.957867,336867757,,,32
10,LOT,0.229981635,27526,218500,,-78.79663,35.55967,336869550,,,33
11,SINGLE_FAMILY,0.12,27591,440471,2,-78.42373,35.758144,336869597,2,1599,34
12,TOWNHOUSE,0.03,27511,325000,3,-78.79143,35.76642,50114510,3,1481,35
13,SINGLE_FAMILY,0.16,27612,486000,3,-78.7207,35.856327,50115450,3,1785,36
14,SINGLE_FAMILY,0.2,27526,397000,3,-78.75855,35.58397,50116927,3,1483,37
15,TOWNHOUSE,0.069995409,27606,315000,2,-78.71613,35.752003,53461884,3,1462,38
16,TOWNHOUSE,0.02,27613,345000,3,-78.71314,35.87782,60395969,3,1387,39
17,SINGLE_FAMILY,0.62,27587,840000,4,-78.54358,35.988495,60539590,4,3740,40
18,SINGLE_FAMILY,0.46,27603,368000,4,-78.680244,35.680485,6377857,3,2002,41
19,SINGLE_FAMILY,0.7,27545,341100,3,-78.52283,35.782276,6384383,2,2030,42
20,SINGLE_FAMILY,0.309986226,27511,490000,3,-78.797066,35.770996,6384388,2,2200,43
21,SINGLE_FAMILY,0.11,27601,730000,3,-78.634254,35.77019,6392309,3,1690,44
22,SINGLE_FAMILY,0.339990817,27609,600000,3,-78.65485,35.849773,6397003,2,2000,45
23,MULTI_FAMILY,0.31,27608,825000,,-78.66096,35.804096,6398372,,1910,46
24,SINGLE_FAMILY,0.45,27607,760000,4,-78.68069,35.8192,6403058,3,2470,47
25,SINGLE_FAMILY,0.36,27609,380000,3,-78.64793,35.866337,6408528,2,1524,162
26,LOT,7.389990817,27529,259000,,-78.645775,35.690918,6410645,1,640,163
27,MULTI_FAMILY,0.4,27608,810000,,-78.6461,35.809208,6411480,,2376,164
28,SINGLE_FAMILY,4.479981635,27523,420000,,-78.92958,35.747833,6411896,1,2223,165
29,SINGLE_FAMILY,0.93,27615,475000,4,-78.63658,35.896744,6413840,4,2981,212
30,SINGLE_FAMILY,0.45,27610,317000,3,-78.5403,35.75688,6413982,2,1608,213
31,SINGLE_FAMILY,0.389990817,27612,465000,,-78.66524,35.842014,6422604,2.5,2041,214
32,SINGLE_FAMILY,0.29,27610,480000,4,-78.605,35.79728,6425805,2,1564,231
33,SINGLE_FAMILY,0.3,27609,785000,4,-78.630486,35.846466,6426422,3,2286,232
34,SINGLE_FAMILY,0.42,27511,427000,3,-78.79573,35.770393,6429481,2,1464,252
35,SINGLE_FAMILY,0.019995409,27511,257000,,-78.7491,35.766796,6442498,1.5,1152,253
36,MANUFACTURED,0.879981635,27597,75000,,-78.29507,35.810383,6447043,,,254
37,SINGLE_FAMILY,0.49,27591,335000,3,-78.43815,35.82943,6447749,2,1295,255
38,SINGLE_FAMILY,0.7,27613,532000,3,-78.68426,35.891624,6450753,2,3113,256
39,SINGLE_FAMILY,0.28,27511,460000,3,-78.82435,35.75546,6455434,3,1469,257
0,TOWNHOUSE,0.04,27545,231000,2,-78.49709,35.795128,6511433,1,934,258
1,SINGLE_FAMILY,0.15,27603,325000,3,-78.68875,35.75158,6512934,2,1242,270
2,SINGLE_FAMILY,0.419995409,27610,210000,,-78.54315,35.746162,6516232,2,1164,271
3,SINGLE_FAMILY,0.22,27604,405000,4,-78.54836,35.806538,6521386,3,2179,272
4,SINGLE_FAMILY,0.259986226,27604,115500,,-78.549965,35.818268,65333172,3.5,2961,273
5,TOWNHOUSE,0.04,27613,360000,2,-78.729576,35.877823,65339880,4,1896,274
6,TOWNHOUSE,0.029981635,27613,300000,2,-78.73848,35.895725,65344141,3,1277,275
7,SINGLE_FAMILY,0.92,27513,1250000,4,-78.84075,35.787712,6543490,4,3446,276
8,SINGLE_FAMILY,0.28,27518,550000,3,-78.793365,35.708748,6544391,3,2350,277
9,SINGLE_FAMILY,0.29,27502,455000,3,-78.88958,35.724285,6555291,2,1608,278
10,SINGLE_FAMILY,1.5,27540,539900,3,-78.83386,35.612953,67556413,3,2727,279
11,SINGLE_FAMILY,0.12,27610,415000,4,-78.62447,35.73128,69567043,3,2419,280
12,SINGLE_FAMILY,0.23,27529,395000,4,-78.59432,35.72668,79887939,3,2088,281
13,SINGLE_FAMILY,0.34,27519,1400000,7,-78.916306,35.80543,81436463,5,5188,282
14,TOWNHOUSE,0.059986226,27609,750000,3,-78.641335,35.831203,82676999,4,2317,283
15,TOWNHOUSE,0.03,27616,290000,2,-78.59121,35.867085,88943688,3,1292,284
16,SINGLE_FAMILY,0.2,27587,505000,4,-78.52837,35.97303,111577394,3,2582,285
17,SINGLE_FAMILY,0.31,27539,695000,4,-78.73006,35.6401,118509052,4,3027,286
18,SINGLE_FAMILY,1,27587,1000000,6,-78.47449,35.979214,122065955,6,5028,287
19,SINGLE_FAMILY,0.17,27502,860000,6,-78.913155,35.707836,124447931,4,3639,288
20,APARTMENT,,27603,201500,2,-78.68599,35.752052,132183546,2,1000,289
21,CONDO,0,27614,307000,3,-78.568794,35.922794,132275361,3,1692,290
22,SINGLE_FAMILY,0.2,27526,500000,,-78.76364,35.587463,132345313,2.5,2347,291
23,SINGLE_FAMILY,1.379981635,27592,509000,,-78.68121,35.599037,132346802,2.5,2690,292
24,SINGLE_FAMILY,0.139990817,27610,425000,,-78.5636,35.7215,133215883,2.5,1828,293
25,SINGLE_FAMILY,0.26,27616,490000,5,-78.52358,35.86571,133221807,3,2211,294
26,SINGLE_FAMILY,0.06,27587,353475,4,-78.48878,35.97855,133700348,4,1879,295
27,SINGLE_FAMILY,0.15,27603,530000,4,-78.69711,35.65858,133702835,3,2390,296
28,SINGLE_FAMILY,0.22,27526,492500,4,,,2062427465,3,2472,305
29,SINGLE_FAMILY,0.23,27526,507205,4,,,2062949781,3,2472,306
30,SINGLE_FAMILY,0.22,27526,505000,5,,,2064240589,3,2613,1
31,MULTI_FAMILY,0.4,27608,810000,,,,2064244077,,2546,2
32,SINGLE_FAMILY,0.139,27529,596080,6,,,2066870847,5,3917,3
33,SINGLE_FAMILY,0.11,27540,540704,5,,,2066974166,4,3032,31
34,SINGLE_FAMILY,0.232,27616,690000,5,,,2068430021,4,2949,32
35,SINGLE_FAMILY,0.195,27519,880695,4,,,2070065635,5,4084,33
36,MULTI_FAMILY,0.31,27608,825000,,-78.663574,35.80396,2085903096,,1910,34
37,SINGLE_FAMILY,0.21,27526,695500,4,-78.77619,35.63135,215484934,3,3026,35
38,LOT,0.729981635,27529,250000,,-78.642296,35.69186,248741516,,,36
39,SINGLE_FAMILY,0.17,27562,660000,4,-78.94372,35.6909,248750556,4,3564,37
0,LOT,0.309986226,27523,1091000,,-78.9298,35.76918,248751257,,,38
1,SINGLE_FAMILY,0.16,27597,430000,5,-78.33684,35.860855,305120084,3,2920,39
2,SINGLE_FAMILY,0.189990817,27519,925500,,-78.880295,35.815975,305120769,,,40
3,SINGLE_FAMILY,0.69,27592,440000,3,-78.65673,35.564003,305122785,2,2139,41
4,TOWNHOUSE,0.06,27603,379500,3,-78.69352,35.663166,305127808,3,1889,42
5,TOWNHOUSE,0.054,27529,402000,3,-78.59209,35.705273,331654481,3,1500,43
6,TOWNHOUSE,0.03,27587,412070,3,-78.49236,35.967358,331656492,4,2208,44
7,SINGLE_FAMILY,0.23,27591,469000,5,-78.36336,35.76778,331656760,3,2154,45
8,LOT,0.139990817,27560,987000,,-78.83238,35.821236,336867425,,,46
9,LOT,0.279981635,27587,510000,,-78.45959,35.957905,336868656,,,47
10,SINGLE_FAMILY,0.33,27519,960000,4,-78.8573,35.80632,50102738,4,2744,162
11,SINGLE_FAMILY,0.85,27616,500000,3,-78.487434,35.861717,50106345,2,2130,163
12,TOWNHOUSE,0.04,27502,399000,3,-78.861374,35.740444,50119219,3,1678,164
13,SINGLE_FAMILY,0.24,27614,595000,4,-78.56718,35.91451,53455899,3,2608,165
14,SINGLE_FAMILY,0.48,27518,1720000,5,-78.79894,35.71192,53460679,5,4606,212
15,TOWNHOUSE,0.05,27616,305000,3,-78.56417,35.863422,60536875,3,1659,213
16,SINGLE_FAMILY,0.36,27587,600000,4,-78.51402,35.92864,62024601,3,3174,214
17,SINGLE_FAMILY,0.3,27607,678500,3,-78.68236,35.808178,6378091,2,1403,231
18,SINGLE_FAMILY,0.35,27511,410000,3,-78.77386,35.784668,6384322,2,1452,232
19,SINGLE_FAMILY,0.64,27529,426000,3,-78.61614,35.705032,6385682,3,2369,252
20,SINGLE_FAMILY,0.459986226,27609,440000,,-78.63998,35.852715,6386806,1.5,1486,253
21,SINGLE_FAMILY,0.289990817,27511,428000,3,-78.79267,35.782448,6392249,2,1350,254
22,MULTI_FAMILY,0.3,27608,825000,2,-78.66069,35.804085,6399802,1,955,255
23,SINGLE_FAMILY,0.46,27606,545000,4,-78.70431,35.768223,6410584,3,2900,256
24,SINGLE_FAMILY,0.24,27609,600000,3,-78.636284,35.853344,6422294,3,2050,257
25,SINGLE_FAMILY,0.5706382,27615,699000,3,-78.62052,35.881733,6432181,3,2957,258
26,SINGLE_FAMILY,4.919995409,27603,350000,,-78.671936,35.702915,6433831,1,1098,270
27,LOT,2.573,27616,1350000,,-78.58615,35.86887,6436829,,,271
28,LOT,0.85,27597,65000,0,-78.31777,35.865906,6445194,0,1288,272
29,TOWNHOUSE,0.1,27606,257000,3,-78.74139,35.77413,6446491,2,1300,273
30,TOWNHOUSE,0.05,27609,335000,2,-78.62691,35.860336,6457661,2,1384,274
31,SINGLE_FAMILY,1.1,27539,309500,,-78.737206,35.656326,6459128,2,1406,275
32,MULTI_FAMILY,0.3,27529,355000,6,-78.62259,35.68515,6462514,4,2400,276
33,MULTI_FAMILY,0.139990817,27529,345000,6,-78.62232,35.68514,6462515,4,2400,277
34,SINGLE_FAMILY,0.059986226,27609,165000,,-78.61015,35.866314,6473487,2.5,1424,278
35,SINGLE_FAMILY,0.26,27609,410000,4,-78.617165,35.867477,6473501,2,1988,279
36,SINGLE_FAMILY,0.14,27616,233500,2,-78.56509,35.878967,6493505,2,1048,280
37,SINGLE_FAMILY,1.46,27520,375000,3,-78.49488,35.68799,6494229,2,1759,281
38,TOWNHOUSE,0.1,27612,465000,2,-78.68811,35.826893,6503461,3,1720,282
39,LOT,1.87,27615,160000,,-78.61357,35.91101,6508272,,,283
0,SINGLE_FAMILY,0.2,27518,595000,3,-78.77793,35.726376,6494865,3,2359,284
1,SINGLE_FAMILY,0.15,27613,600000,3,-78.68292,35.907253,6495465,3,2100,285
2,TOWNHOUSE,0.03,27615,280000,3,-78.64423,35.88415,6497880,2,1342,286
3,SINGLE_FAMILY,0.48,27540,390000,3,-78.81321,35.605827,6516949,3,1505,287
4,TOWNHOUSE,0.03,27603,285000,2,-78.681725,35.749966,6518398,2,1256,288
5,SINGLE_FAMILY,0.27,27613,525000,4,-78.7481,35.931602,6521293,3,2151,289
6,SINGLE_FAMILY,0.38,27513,555000,4,-78.83438,35.770237,6524199,3,2657,290
7,SINGLE_FAMILY,3.11,27613,540000,3,-78.69504,35.986225,6530510,3,1682,291
8,SINGLE_FAMILY,0.35,27540,430000,3,-78.870224,35.634377,65329480,3,1677,292
9,SINGLE_FAMILY,0.21,27540,385000,3,-78.87376,35.63186,65334995,3,1664,293
10,SINGLE_FAMILY,0.15,27613,600000,4,-78.73003,35.88176,65336576,3,2538,294
11,TOWNHOUSE,0.03,27540,320000,3,-78.8314,35.674156,65343766,3,1470,295
12,SINGLE_FAMILY,0.23,27612,651500,4,-78.674126,35.863113,6537177,4,2808,296
13,SINGLE_FAMILY,0.16,27519,639000,4,-78.85182,35.772327,6541584,3,2826,305
14,SINGLE_FAMILY,0.26,27615,500000,4,-78.6339,35.876705,6548664,3,2516,306
15,SINGLE_FAMILY,1.33,27529,480000,3,-78.60925,35.631886,6554537,3,2277,1
16,SINGLE_FAMILY,2.3,27587,540000,3,-78.63784,36.040905,6556555,3,2637,2
17,SINGLE_FAMILY,0.49,27592,553500,3,-78.7045,35.584106,68010873,3,2858,3
18,SINGLE_FAMILY,0.15,27603,525000,3,-78.66327,35.66946,71206653,3,2580,31
19,SINGLE_FAMILY,0.13,27614,650000,3,-78.580696,35.9249,71671668,3,2855,32
20,SINGLE_FAMILY,0.15,27526,465000,4,-78.79775,35.570625,82670433,3,2571,33
21,TOWNHOUSE,0.03,27587,386000,3,-78.503975,35.97394,94722834,3,1953,34
22,SINGLE_FAMILY,0.21,27526,480000,4,-78.749626,35.572403,103764022,3,2402,35
23,SINGLE_FAMILY,0.14,27523,636000,4,-78.829865,35.756474,103767212,3,2555,36
24,SINGLE_FAMILY,0.36,27539,825000,5,-78.754654,35.660423,118203369,5,3595,37
25,SINGLE_FAMILY,0.7,27526,850000,4,-78.756996,35.64018,118509260,4,3614,38
26,SINGLE_FAMILY,0.14,27526,412000,4,-78.80787,35.578606,119340803,3,1801,39
27,SINGLE_FAMILY,0.29,27571,695000,5,-78.474525,35.936413,120560818,4,2968,40
28,SINGLE_FAMILY,0.22,27540,676000,5,-78.856445,35.66945,122278706,4,3673,41
29,LOT,4.709986226,27617,860000,,-78.74555,35.905018,122279278,,,42
30,SINGLE_FAMILY,0.229981635,27523,469000,,-78.832306,35.76099,124269055,2.5,2410,43
31,CONDO,0,27540,265000,2,-78.8098,35.658375,131707981,2,922,44
32,SINGLE_FAMILY,,27511,195000,,-78.791016,35.75844,132145026,,704,45
33,TOWNHOUSE,0,27605,440000,2,-78.650215,35.796078,132219996,3,1081,46
34,LOT,14.35998623,27540,9238000,,-78.8548,35.64895,132343081,,,47
35,LOT,2.819995409,27616,1350000,,-78.58661,35.8692,133218022,0,1056,162
36,SINGLE_FAMILY,0.609986226,27603,1730000,,-78.646484,35.74629,133703478,1.5,1158,163
37,SINGLE_FAMILY,0.21,27540,721438,4,,,2062395453,3,2883,164
38,LOT,5.16,27529,600000,,-78.592705,35.659073,215487353,,,165
39,SINGLE_FAMILY,0.32,27526,855000,6,-78.80348,35.627563,248750513,6,4324,212
0,SINGLE_FAMILY,0.27,27529,215000,3,-78.61207,35.708176,89496199,2,1479,213
1,TOWNHOUSE,0.06,27519,450000,3,-78.87034,35.814518,94722862,3,1734,214
2,SINGLE_FAMILY,0.13,27526,480000,4,-78.74931,35.572327,103766721,3,2458,231
3,SINGLE_FAMILY,0.2,27545,450000,5,-78.483925,35.81179,113223164,3,3272,232
4,SINGLE_FAMILY,0.09,27519,735000,4,-78.90761,35.83186,119341445,4,2830,252
5,SINGLE_FAMILY,1.84,27587,1325000,5,-78.59817,35.97507,122275353,5,4907,253
6,SINGLE_FAMILY,0.16,27616,440000,3,-78.52182,35.867256,124269266,3,2222,254
7,CONDO,0,27513,249000,2,-78.78544,35.812057,132150616,1,966,255
8,SINGLE_FAMILY,0.34,27612,1218226,5,-78.68643,35.866817,132196920,4,3968,256
9,TOWNHOUSE,0,27608,415000,2,-78.62213,35.812546,132249072,3,1675,257
10,SINGLE_FAMILY,0.17,27540,771000,5,-78.82883,35.627373,133700166,5,4018,258
11,SINGLE_FAMILY,0.19,27616,625062,5,,,2062686194,4,2949,270
12,CONDO,0,27615,313000,2,,,2063071896,3,1200,271
13,SINGLE_FAMILY,0.1,27587,470000,4,,,2063420865,3,2202,272
14,SINGLE_FAMILY,0.387,27502,1286064,6,,,2064337331,6,5273,273
15,SINGLE_FAMILY,0.22,27526,526750,3,,,2065511707,3,2632,274
16,SINGLE_FAMILY,0.17,27526,478315,4,,,2065512005,3,2170,275
17,TOWNHOUSE,0.05,27523,429268,3,,,2066801529,3,1934,276
18,SINGLE_FAMILY,0.37,27562,878900,4,,,2067714013,4,3836,277
19,TOWNHOUSE,0.03,27616,367335,3,,,2067754448,4,1720,278
20,TOWNHOUSE,0.06,27591,390000,3,-78.42578,35.763306,248747795,3,1664,279
21,TOWNHOUSE,0.05,27502,407100,3,-78.88433,35.74343,305125109,3,1536,280
22,TOWNHOUSE,0.03,27587,326000,3,-78.54621,35.913147,305126317,3,1553,281
23,SINGLE_FAMILY,0.129981635,27526,2000,3,-78.8086,35.58932,331658209,2.5,1979,282
24,SINGLE_FAMILY,0.76,27592,365000,4,-78.698395,35.543274,336866249,3,2136,283
25,SINGLE_FAMILY,0.14,27591,537802,2,-78.423935,35.757576,336867168,2,1835,284
26,SINGLE_FAMILY,0.15,27603,410000,3,-78.68167,35.74852,50116685,3,1503,285
27,SINGLE_FAMILY,0.63,27539,635000,4,-78.73207,35.68814,53455387,4,2745,286
28,SINGLE_FAMILY,0.25,27604,437000,3,-78.55934,35.81014,60397986,2,1997,287
29,TOWNHOUSE,0.1,27616,300300,3,-78.54296,35.893787,60398433,3,1410,288
30,SINGLE_FAMILY,0.68,27540,865000,4,-78.79597,35.64932,60531807,4,4518,289
31,SINGLE_FAMILY,0.15,27604,385000,2,-78.6263,35.796707,6378236,1,827,290
32,SINGLE_FAMILY,0.39,27607,650000,4,-78.678764,35.82185,6413084,3,3842,291
33,LOT,0.22,27597,80000,,-78.320145,35.82348,6414069,,,292
34,SINGLE_FAMILY,0.129981635,27526,2000,3,-78.8086,35.58911,6420223,2.5,1979,293
35,SINGLE_FAMILY,0.47,27610,270000,3,-78.54389,35.761726,6421807,2,1260,294
36,SINGLE_FAMILY,0.38,27529,300000,3,-78.61576,35.70054,6436445,2,1135,295
37,SINGLE_FAMILY,1.59,27591,450000,4,-78.41844,35.77708,6457276,3,1865,296
38,SINGLE_FAMILY,1.11,27613,835711,4,-78.70804,35.92042,6476608,3,3236,305
39,TOWNHOUSE,0.06,27615,351500,2,-78.63754,35.892475,6485894,3,1647,306
0,SINGLE_FAMILY,0.259986226,27511,871800,3,-78.78723,35.785007,6418834,3,2671,1
1,SINGLE_FAMILY,0.21,27605,700000,4,-78.646065,35.791534,6428518,4,2329,2
2,SINGLE_FAMILY,0.23,27607,520000,2,-78.674034,35.797855,6430383,2,1461,3
3,TOWNHOUSE,0.04,27511,340000,3,-78.762314,35.76809,6445317,3,1582,31
4,SINGLE_FAMILY,0.18,27615,405000,3,-78.652794,35.878677,6449733,2,1180,32
5,SINGLE_FAMILY,2.37,27612,920000,4,-78.72647,35.856934,6455224,5,2739,33
6,SINGLE_FAMILY,0.3,27513,460000,4,-78.81128,35.783253,6489427,4,1886,34
7,SINGLE_FAMILY,1.16,27526,425000,3,-78.7889,35.629604,6499178,3,2106,35
8,SINGLE_FAMILY,1.08,27591,535000,3,-78.40834,35.75031,6500023,2,2675,36
9,SINGLE_FAMILY,1.21,27539,599000,3,-78.80038,35.690655,6513227,3,2581,37
10,SINGLE_FAMILY,0.92,27539,635000,4,-78.79291,35.687923,6520117,3,2951,38
11,SINGLE_FAMILY,0.23,27545,465000,4,-78.513245,35.788654,6522355,3,2203,39
12,SINGLE_FAMILY,0.29,27612,551000,3,-78.6713,35.86447,6523406,3,2334,40
13,SINGLE_FAMILY,0.27,27518,600000,5,-78.77798,35.716393,6523906,3,2703,41
14,SINGLE_FAMILY,5.28,27614,4100000,4,-78.60324,35.934372,6524853,9,12178,42
15,SINGLE_FAMILY,0.13,27616,395000,3,-78.50707,35.888165,65337851,3,1744,43
16,SINGLE_FAMILY,0.3,27519,1080000,6,-78.91185,35.814068,65339221,6,4249,44
17,TOWNHOUSE,0.04,27612,450000,3,-78.702965,35.826485,65341578,4,2103,45
18,SINGLE_FAMILY,0.37,27540,750000,4,-78.821686,35.66071,65341875,3,2857,46
19,SINGLE_FAMILY,0.23,27526,455000,3,-78.78209,35.606136,65343224,3,2411,47
20,SINGLE_FAMILY,0.49,27616,445000,2,-78.563515,35.858032,65344832,2,2354,162
21,SINGLE_FAMILY,0.17,27610,405000,3,-78.55848,35.75762,65345089,3,2273,163
22,SINGLE_FAMILY,0.22,27529,391000,3,-78.605255,35.691833,6538142,3,2145,164
23,SINGLE_FAMILY,0.22,27612,700000,4,-78.67501,35.867184,6549295,3,2737,165
24,SINGLE_FAMILY,0.47,27518,558000,3,-78.78176,35.714638,6549573,2,1915,212
25,TOWNHOUSE,0.07,27615,350000,3,-78.586044,35.897736,6550890,3,1846,213
26,SINGLE_FAMILY,0.19,27587,287700,2,-78.504,35.97777,6555602,2,892,214
27,SINGLE_FAMILY,0.5,27587,388000,3,-78.52886,35.939133,6556962,2,1644,231
28,SINGLE_FAMILY,0.23,27540,452000,4,-78.82176,35.644897,67553096,3,1811,232
29,SINGLE_FAMILY,0.31,27587,830000,4,-78.49409,35.957222,67553637,4,3480,252
30,SINGLE_FAMILY,0.22,27519,880000,4,-78.86789,35.818665,67554152,4,3186,253
31,TOWNHOUSE,0.05,27612,478000,3,-78.70125,35.826195,67554945,4,2562,254
32,TOWNHOUSE,0.03,27513,325000,3,-78.78808,35.79339,67555520,3,1392,255
33,SINGLE_FAMILY,0.14,27540,450000,4,-78.84185,35.633255,67558557,3,2736,256
34,SINGLE_FAMILY,0.2,27529,435000,4,-78.5923,35.670536,69566579,3,3514,257
35,SINGLE_FAMILY,0.47,27617,1200000,4,-78.80355,35.909958,70394619,4,4699,258
36,SINGLE_FAMILY,0.28,27529,585000,4,-78.59463,35.67366,71207530,4,3011,270
37,SINGLE_FAMILY,0.15,27610,370000,5,-78.564606,35.75542,71843914,3,2034,271
38,SINGLE_FAMILY,0.25,27587,742000,7,-78.511185,35.91391,71845172,6,5653,272
39,SINGLE_FAMILY,0.13,27540,425000,4,-78.81704,35.613434,80205750,3,2601,273
0,SINGLE_FAMILY,0.21,27529,655000,4,,,2065797946,4,3358,274
1,SINGLE_FAMILY,0.19,27616,652932,4,,,2066797428,3,2426,275
2,SINGLE_FAMILY,0.19,27540,628413,4,,,2067805081,4,3257,276
3,SINGLE_FAMILY,0.2,27519,953990,6,,,2068498386,6,3968,277
4,TOWNHOUSE,0.058,27560,508680,3,,,2068578521,3,1835,278
5,SINGLE_FAMILY,0.214,27587,627364,3,,,2068747428,3,2622,279
6,CONDO,0,27604,340000,2,-78.612854,35.818844,215487403,3,1260,280
7,SINGLE_FAMILY,0.198,27540,660000,4,-78.87134,35.659725,215487651,3,2698,281
8,SINGLE_FAMILY,0.3,27529,530000,5,-78.62574,35.65156,215490907,4,2989,282
9,TOWNHOUSE,0.04,27610,322500,3,-78.55558,35.76063,215491537,3,1645,283
10,SINGLE_FAMILY,0.41,27571,830000,4,-78.46973,35.92912,215492192,5,2862,284
11,SINGLE_FAMILY,0.13,27587,570000,4,-78.51207,35.956295,215492914,4,2885,285
12,TOWNHOUSE,0.04,27587,350000,3,-78.48818,35.97954,215493452,3,1656,286
13,TOWNHOUSE,0.06,27502,528000,4,-78.88546,35.74184,246654745,4,2478,287
14,SINGLE_FAMILY,0.25,27502,850482,5,-78.92806,35.724854,248747665,5,4000,288
15,SINGLE_FAMILY,0.24,27519,865000,4,-78.876976,35.798584,248750674,3,3032,289
16,SINGLE_FAMILY,0.226,27526,575000,4,-78.79674,35.62894,248750984,3,2372,290
17,TOWNHOUSE,0.004,27591,359500,3,-78.42674,35.760624,248754689,3,1700,291
18,TOWNHOUSE,0.08,27526,410000,3,-78.78711,35.580933,305116238,3,2101,292
19,SINGLE_FAMILY,0.33,27519,1060000,5,-78.89549,35.834824,305126320,4,4116,293
20,SINGLE_FAMILY,0.95,27615,1317914,4,-78.677216,35.943882,305126398,5,4315,294
21,SINGLE_FAMILY,0.15,27502,620000,3,-78.94393,35.73636,331648969,3,2158,295
22,SINGLE_FAMILY,1.7,27615,1862658,4,-78.67739,35.921043,336860821,7,4897,296
23,SINGLE_FAMILY,0.68,27603,725000,3,-78.67515,35.60635,336866222,3,2579,305
24,SINGLE_FAMILY,0.17,27502,704694,5,-78.91292,35.732384,336867121,5,3511,306
25,SINGLE_FAMILY,0.69,27610,685000,3,-78.607124,35.780094,50096919,3,2822,1
26,SINGLE_FAMILY,0.18,27615,455000,3,-78.6085,35.868313,50099898,3,2065,2
27,SINGLE_FAMILY,0.36,27529,465000,3,-78.6179,35.651985,50120835,3,2848,3
28,SINGLE_FAMILY,0.17,27526,390000,3,-78.7915,35.608925,53460511,2,1565,31
29,TOWNHOUSE,0.05,27606,340000,2,-78.716866,35.751827,53461900,3,1475,32
30,SINGLE_FAMILY,0.22,27604,480000,4,-78.55571,35.814686,60397993,3,2524,33
31,SINGLE_FAMILY,1.01,27539,775000,4,-78.74516,35.686287,60534172,4,3349,34
32,SINGLE_FAMILY,0.49,27609,881000,4,-78.62581,35.82118,6376000,3,2460,35
33,SINGLE_FAMILY,0.29,27610,310000,3,-78.62295,35.751682,6378948,1,1011,36
34,SINGLE_FAMILY,0.25,27604,367728,3,-78.600235,35.826317,6380835,2,1823,37
35,SINGLE_FAMILY,0.51,27606,355001,3,-78.721924,35.779205,6383582,2,1178,38
36,SINGLE_FAMILY,0.31,27608,1685000,4,-78.65047,35.799664,6401881,5,4669,39
37,SINGLE_FAMILY,0.14,27601,920000,3,-78.631035,35.783848,6403324,2,2423,40
