,propertyType,lotAreaValue,address,price,bedrooms,longitude,latitude,zpid,bathrooms,livingArea,SB_ID
38,SINGLE_FAMILY,0.3,27609,475000,3,-78.63717,35.84992,6406882,2,1933,41
39,SINGLE_FAMILY,0.27,27607,1525000,4,-78.67566,35.81112,6417057,4,4004,42
0,SINGLE_FAMILY,0.7,27592,380000,3,-78.68457,35.591465,68317447,3,1689,43
1,SINGLE_FAMILY,0.089990817,27526,1795,2,-78.797195,35.576813,69567152,1.5,1149,44
2,SINGLE_FAMILY,0.49,27540,437000,3,-78.822014,35.64515,71842673,3,1961,45
3,TOWNHOUSE,0.039990817,27519,2050,3,-78.903465,35.81805,79883528,2.5,1895,46
4,SINGLE_FAMILY,0.28,27539,750000,4,-78.75921,35.65545,81435502,4,3130,47
5,TOWNHOUSE,0.03,27519,417000,3,-78.90382,35.81828,81436576,3,1900,162
6,TOWNHOUSE,0.4,27519,425000,3,-78.91384,35.8255,83955919,3,1737,163
7,SINGLE_FAMILY,0.71,27529,464900,3,-78.53602,35.65412,88951385,3,2584,164
8,TOWNHOUSE,0.03,27519,395000,3,-78.89701,35.82648,89500295,4,1860,165
9,SINGLE_FAMILY,0.14,27616,380000,2,-78.51096,35.897945,111573611,2,1845,212
10,TOWNHOUSE,0.12,27587,430000,3,-78.49348,35.96533,114204799,3,1967,213
11,SINGLE_FAMILY,0.13,27616,440000,4,-78.51711,35.86713,114314886,3,2440,214
12,SINGLE_FAMILY,0.169995409,27526,2295,3,-78.77093,35.58796,116230574,2.5,2117,231
13,TOWNHOUSE,0.01,27610,292000,3,-78.54464,35.77586,119340802,3,1692,232
14,SINGLE_FAMILY,0.25,27587,675000,4,-78.501,35.962727,119341237,4,2849,252
15,SINGLE_FAMILY,0.21,27587,625000,4,-78.48701,35.94148,120874437,4,2741,253
16,SINGLE_FAMILY,0.14,27502,456250,3,-78.85261,35.725338,122067190,3,1819,254
17,SINGLE_FAMILY,0.23,27613,785000,4,-78.71117,35.866283,122142882,4,3373,255
18,SINGLE_FAMILY,0.2,27540,805109,4,-78.776024,35.655872,122276797,3,2861,256
19,SINGLE_FAMILY,0.08,27502,615000,4,-78.84033,35.732754,122280086,3,2405,257
20,TOWNHOUSE,0.05,27606,395000,4,-78.73339,35.74627,125167277,3,2337,258
21,LOT,0.2,27526,80850,,-78.77915,35.606064,131712219,,,270
22,CONDO,0,27603,248800,3,-78.68429,35.750446,132183632,2,1192,271
23,CONDO,0,27607,270000,3,-78.69288,35.813587,132191228,2,990,272
24,CONDO,0,27605,400000,2,-78.65266,35.79426,132219736,2,1082,273
25,CONDO,0,27603,300000,1,-78.64522,35.785202,132221325,1,734,274
26,CONDO,0,27615,170000,2,-78.64548,35.875004,132231147,2,1008,275
27,SINGLE_FAMILY,0.32,27616,523500,4,-78.497345,35.850533,132301128,3,3223,276
28,SINGLE_FAMILY,0.27,27571,500000,5,-78.462395,35.929672,132314013,3,2501,277
29,SINGLE_FAMILY,0.19,27587,444000,3,-78.50221,35.999336,132335256,2,1656,278
30,LOT,0.2,27526,80850,,-78.779785,35.60592,132344759,,,279
31,LOT,0.2,27526,80850,,-78.77947,35.60599,132344761,,,280
32,SINGLE_FAMILY,0.8,27603,830000,4,-78.69663,35.643284,132346825,4,3540,281
33,SINGLE_FAMILY,1.15,27597,440000,3,-78.33526,35.79413,133226317,3,3427,282
34,SINGLE_FAMILY,0.699,27597,545000,3,,,2062924045,3,2496,283
35,TOWNHOUSE,,27502,2395,4,-78.92465,35.735104,2062985968,3.5,2145,284
36,SINGLE_FAMILY,0.147,27610,545850,3,,,2063063038,3,2082,285
37,SINGLE_FAMILY,0.08,27591,415000,3,,,2063269516,3,1718,286
38,SINGLE_FAMILY,0.14,27616,619990,4,,,2064172868,3,2730,287
39,TOWNHOUSE,0.03,27545,408561,3,,,2065558988,4,2354,288
0,SINGLE_FAMILY,0.69,27603,440000,4,-78.65046,35.64561,60396561,3,2491,289
1,SINGLE_FAMILY,0.72,27587,665000,3,-78.54815,36.02089,60399282,3,2859,290
2,TOWNHOUSE,0.05,27614,305000,3,-78.56809,35.921425,60537327,3,1509,291
3,TOWNHOUSE,0.04,27604,209000,2,-78.54144,35.81363,62038343,2,918,292
4,SINGLE_FAMILY,0.65,27612,739000,4,-78.66999,35.875107,6382246,3,3411,293
5,SINGLE_FAMILY,0.94,27604,594450,4,-78.55879,35.828213,6391515,3,3835,294
6,SINGLE_FAMILY,1.06,27592,237500,3,-78.70883,35.558064,6392733,3,2393,295
7,SINGLE_FAMILY,0.7,27529,335000,3,-78.623566,35.725372,6394553,2,1206,296
8,SINGLE_FAMILY,1.06,27615,900000,4,-78.64864,35.918125,6396232,5,3837,305
9,LOT,0.58,27591,59000,,-78.45669,35.868195,6404051,,,306
10,SINGLE_FAMILY,0.55,27607,1700000,5,-78.67266,35.813557,6404741,5,4551,1
11,SINGLE_FAMILY,0.42,27529,320000,3,-78.62115,35.703003,6406651,2,1557,2
12,SINGLE_FAMILY,0.45,27615,2737500,4,-78.61613,35.874184,6417512,5,5975,3
13,SINGLE_FAMILY,0.35,27511,410000,4,-78.80602,35.765884,6436391,2,2008,31
14,SINGLE_FAMILY,0.52,27603,246000,2,-78.65618,35.709034,6437388,1,950,32
15,SINGLE_FAMILY,0.76,27616,475000,3,-78.55648,35.858665,6439443,3,2079,33
16,SINGLE_FAMILY,0.96,27606,590600,4,-78.75055,35.725548,6456958,3,2434,34
17,LOT,0.82,27539,77000,,-78.78687,35.667484,6457647,,,35
18,SINGLE_FAMILY,1.14,27615,825000,4,-78.64634,35.902496,6470707,3,3619,36
19,SINGLE_FAMILY,1.3,27614,681000,5,-78.6522,35.931522,6474007,5,2172,37
20,SINGLE_FAMILY,0.31,27610,360000,4,-78.60598,35.740902,6480259,3,2084,38
21,SINGLE_FAMILY,0.22,27513,350000,3,-78.77287,35.798462,6481893,3,1467,39
22,SINGLE_FAMILY,0.84,27615,745000,4,-78.67146,35.89107,6483229,3,2611,40
23,CONDO,0.04,27604,262000,2,-78.582886,35.842186,6487490,2,1065,41
24,TOWNHOUSE,0.06,27615,305000,2,-78.64771,35.872932,6489983,2,1153,42
25,SINGLE_FAMILY,0.15,27511,430000,3,-78.80102,35.76664,6497766,3,1458,43
26,TOWNHOUSE,0.06,27615,310000,2,-78.64615,35.873455,6498988,2,1167,44
27,TOWNHOUSE,0.04,27502,365000,3,-78.831764,35.73865,6505072,3,1615,45
28,SINGLE_FAMILY,0.24,27539,355000,3,-78.73542,35.642754,6506800,2,1220,46
29,SINGLE_FAMILY,0.2,27513,593000,3,-78.82679,35.77276,6513073,3,2319,47
30,SINGLE_FAMILY,1.89,27587,725000,4,-78.56259,35.977215,6514454,5,3528,162
31,SINGLE_FAMILY,0.18,27613,425000,3,-78.746056,35.93021,6520595,3,1573,163
32,SINGLE_FAMILY,0.56,27615,1010000,5,-78.63151,35.898766,6525457,5,4511,164
33,SINGLE_FAMILY,0.33,27540,775000,4,-78.78553,35.658554,65335878,4,3060,165
34,SINGLE_FAMILY,0.88,27526,599900,3,-78.8305,35.604584,65338867,3,2217,212
35,SINGLE_FAMILY,0.54,27587,600000,4,-78.522575,35.913113,6549100,3,2454,213
36,SINGLE_FAMILY,0.25,27603,500000,4,-78.66954,35.741707,6555094,3,2037,214
37,SINGLE_FAMILY,0.54,27617,1319000,6,-78.801315,35.91583,67554648,7,6481,231
38,TOWNHOUSE,0.09,27617,490000,4,-78.73599,35.91646,67557232,3,2043,232
39,SINGLE_FAMILY,0.129981635,27616,2100,4,-78.50725,35.89262,67558120,3,1998,252
0,SINGLE_FAMILY,0.35,27587,390000,3,-78.465294,35.951565,6538907,3,1526,253
1,SINGLE_FAMILY,0.19,27502,515900,3,-78.85128,35.734203,6543312,3,2028,254
2,SINGLE_FAMILY,0.21,27529,325000,3,-78.60908,35.71884,6561177,2,1295,255
3,TOWNHOUSE,0.01,27612,410000,3,-78.739975,35.879017,6565279,3,2026,256
4,SINGLE_FAMILY,0.34,27587,625000,5,-78.52834,35.936184,67557981,4,4214,257
5,TOWNHOUSE,0.06,27612,441000,3,-78.71959,35.859844,68320477,3,1860,258
6,TOWNHOUSE,0.05,27560,620000,3,-78.82574,35.80728,69563224,4,2866,270
7,TOWNHOUSE,0.03,27614,355000,3,-78.55886,35.92245,69565980,3,1728,271
8,SINGLE_FAMILY,0.18,27545,405000,4,-78.50233,35.781654,81436565,3,2627,272
9,SINGLE_FAMILY,0.14,27539,562920,4,-78.827,35.691307,83893794,3,2545,273
10,SINGLE_FAMILY,0.11,27502,660000,3,-78.842575,35.74621,89494954,3,2680,274
11,SINGLE_FAMILY,0.21,27587,610000,4,-78.5035,35.956623,89501055,3,2881,275
12,SINGLE_FAMILY,0.21,27540,540000,4,-78.876595,35.6346,94723418,3,3041,276
13,SINGLE_FAMILY,0.119995409,27610,2199,3,-78.61614,35.73328,102755376,2.5,1679,277
14,TOWNHOUSE,0.08,27519,470000,3,-78.90013,35.8045,122060381,3,1909,278
15,SINGLE_FAMILY,0.15,27502,692000,4,-78.9036,35.733814,122060746,3,2900,279
16,SINGLE_FAMILY,1.7,27526,1150000,4,-78.780396,35.64107,122282448,4,4058,280
17,SINGLE_FAMILY,0.205,27591,535000,3,-78.41908,35.768047,125165793,3,2544,281
18,SINGLE_FAMILY,0.38,27526,555000,5,-78.779976,35.567932,125166122,3,3210,282
19,CONDO,0,27617,385000,3,-78.79734,35.898945,132151769,3,1972,283
20,CONDO,0,27615,301000,2,-78.65041,35.891296,132228607,2,1280,284
21,CONDO,0,27609,290000,2,-78.605896,35.85138,132251074,2,1021,285
22,SINGLE_FAMILY,0.39,27529,490000,4,-78.580315,35.670673,133206470,3,2455,286
23,SINGLE_FAMILY,0.15,27610,460000,4,-78.58639,35.751366,133216025,3,2549,287
24,SINGLE_FAMILY,0.19,27540,520300,5,-78.83127,35.654118,133699034,3,2657,288
25,TOWNHOUSE,0.04,27587,391288,3,-78.48974,35.9787,133705556,3,1634,289
26,SINGLE_FAMILY,0.453,27587,900000,5,,,2062789206,4,4496,290
27,CONDO,0,27518,293000,3,,,2063074602,2,1325,291
28,SINGLE_FAMILY,0.184,27529,542000,4,,,2064233045,3,2417,292
29,CONDO,0,27511,224921,2,-78.79274,35.75751,2079468496,1,729,293
30,SINGLE_FAMILY,0.15,27603,530000,4,,,2090244978,3,2707,294
31,TOWNHOUSE,0,27606,395000,3,-78.73137,35.748116,215486016,3,2039,295
32,SINGLE_FAMILY,0.25,27502,905000,4,-78.921524,35.708138,248747620,4,3135,296
33,SINGLE_FAMILY,0.12,27591,500000,3,-78.427765,35.76075,248754407,3,2375,305
34,SINGLE_FAMILY,0.029981635,27511,5995,3,-78.779205,35.78522,331656744,3.5,2956,306
35,SINGLE_FAMILY,0.178,27610,590000,3,-78.548035,35.698895,336865616,3,2742,1
36,LOT,0.229981635,27612,950124,,-78.71969,35.83138,336867486,,,2
37,CONDO,0,27617,490000,2,-78.79531,35.899715,336868062,2,1734,3
38,SINGLE_FAMILY,0.34,27529,500000,4,-78.61647,35.653008,50120821,3,3115,31
39,SINGLE_FAMILY,0.46,27603,334200,3,-78.6621,35.634064,53457969,2,1369,32
0,TOWNHOUSE,0.11,27519,570000,4,-78.89744,35.819576,215485561,3,2335,33
1,SINGLE_FAMILY,0.29,27539,756470,4,-78.8185,35.674004,248741753,3,2990,34
2,SINGLE_FAMILY,0.15,27616,470000,4,-78.512054,35.90357,248748569,3,2464,35
3,SINGLE_FAMILY,0.18,27587,635000,5,-78.51681,35.957382,248753189,5,3208,36
4,SINGLE_FAMILY,0.23,27526,650000,4,-78.77348,35.61628,248756578,4,2992,37
5,SINGLE_FAMILY,0.69,27540,695000,4,-78.86159,35.572075,305116516,4,3110,38
6,SINGLE_FAMILY,0.211,27545,591591,5,-78.46085,35.798985,305116978,4,3427,39
7,SINGLE_FAMILY,0.59,27562,1280000,5,-78.952835,35.68283,305118133,5,3944,40
8,TOWNHOUSE,0.02,27607,575000,4,-78.73778,35.80439,305125825,4,2157,41
9,SINGLE_FAMILY,0.15,27502,615000,3,-78.94407,35.735893,331648955,3,2160,42
10,TOWNHOUSE,0.03,27511,1300000,3,-78.77912,35.78522,331657087,4,2471,43
11,SINGLE_FAMILY,0.19,27615,585000,3,-78.65863,35.87995,50106368,2,2000,44
12,SINGLE_FAMILY,0.24,27502,550000,4,-78.90827,35.73458,50118534,3,2325,45
13,TOWNHOUSE,0.13,27540,395000,3,-78.79356,35.656796,50120685,3,2056,46
14,MANUFACTURED,1,27526,160000,3,-78.76829,35.542942,53460324,2,2280,47
15,SINGLE_FAMILY,1.08,27603,462000,3,-78.69256,35.64936,53460676,3,1540,162
16,TOWNHOUSE,0.14,27614,390000,3,-78.56276,35.936684,60537201,2,1462,163
17,SINGLE_FAMILY,0.19,27587,299500,3,-78.49837,35.988712,6375657,1,1345,164
18,SINGLE_FAMILY,0.12,27601,1160000,3,-78.63027,35.78334,6401045,3,2456,165
19,SINGLE_FAMILY,0.3,27511,1250000,4,-78.7896,35.785656,6405219,4,3566,212
20,SINGLE_FAMILY,0.33,27608,736842,3,-78.63664,35.812317,6429732,3,2201,213
21,SINGLE_FAMILY,0.51,27529,435000,4,-78.59722,35.693054,6437120,3,2500,214
22,SINGLE_FAMILY,0.3,27513,435000,4,-78.7827,35.798103,6442438,3,2067,231
23,SINGLE_FAMILY,1.36,27615,860000,4,-78.67654,35.90884,6451530,3,3153,232
24,TOWNHOUSE,0.02,27612,265000,2,-78.664856,35.85637,6458696,2,1400,252
25,TOWNHOUSE,0.03,27615,320000,2,-78.64029,35.878826,6473394,3,1344,253
26,TOWNHOUSE,0.03,27612,321500,2,-78.71031,35.852673,6491813,3,1271,254
27,SINGLE_FAMILY,0.29,27545,350000,3,-78.48546,35.788887,6492316,3,1321,255
28,SINGLE_FAMILY,0.29,27613,572500,4,-78.71604,35.879322,6493305,3,2354,256
29,SINGLE_FAMILY,0.73,27526,405000,3,-78.75257,35.63166,6494275,3,1834,257
30,TOWNHOUSE,0.03,27612,305000,2,-78.71758,35.836277,6504799,3,1224,258
31,SINGLE_FAMILY,0.1,27513,635000,3,-78.83991,35.797775,6506602,3,2181,270
32,SINGLE_FAMILY,0.3,27513,550000,3,-78.83127,35.77472,6510829,3,2248,271
33,SINGLE_FAMILY,0.17,27616,455000,4,-78.526245,35.880825,6520425,3,2083,272
34,SINGLE_FAMILY,0.7,27526,525000,3,-78.73934,35.630238,6531678,3,2014,273
35,SINGLE_FAMILY,0.22,27616,385000,4,-78.570564,35.85568,65332468,3,1800,274
36,SINGLE_FAMILY,0.31,27606,685000,5,-78.71032,35.770966,65335232,3,2880,275
37,SINGLE_FAMILY,0.19,27519,481000,3,-78.86179,35.774197,6533787,3,1945,276
38,SINGLE_FAMILY,0.18,27571,411000,3,-78.466866,35.911892,65341020,3,2134,277
39,SINGLE_FAMILY,0.19,27519,620000,3,-78.86214,35.772884,6534606,3,2257,278
0,SINGLE_FAMILY,0.84,27612,717500,4,-78.69327,35.83742,6414813,3,2678,279
1,SINGLE_FAMILY,0.74,27615,380000,4,-78.60064,35.865604,6416622,2,3449,280
2,SINGLE_FAMILY,0.25,27604,350000,3,-78.615364,35.80195,6427115,1,1080,281
3,SINGLE_FAMILY,0.35,27511,390000,4,-78.75185,35.775036,6432274,3,2603,282
4,SINGLE_FAMILY,0.34,27529,360000,3,-78.63839,35.70566,6456742,2,1492,283
5,SINGLE_FAMILY,0.1,27518,545000,3,-78.77357,35.730446,6486789,3,2776,284
6,TOWNHOUSE,0.03,27615,280000,2,-78.64271,35.8828,6486842,2,1220,285
7,TOWNHOUSE,0.04,27511,300000,2,-78.79759,35.77725,6490908,3,1224,286
8,SINGLE_FAMILY,0.17,27513,415000,3,-78.7932,35.81361,6496545,3,1825,287
9,SINGLE_FAMILY,0.18,27513,460500,3,-78.777954,35.80053,6501268,3,1901,288
10,SINGLE_FAMILY,0.24,27545,360000,3,-78.45313,35.768948,65333853,2,1406,289
11,SINGLE_FAMILY,0.29,27540,400000,2,-78.872086,35.632465,65335678,3,1626,290
12,LOT,4.9,27529,600000,,-78.541595,35.70694,65344949,,,291
13,SINGLE_FAMILY,0.26,27613,460000,3,-78.740234,35.92454,6540974,3,1991,292
14,SINGLE_FAMILY,0.28,27519,626750,4,-78.86636,35.767292,6557538,3,2222,293
15,SINGLE_FAMILY,0.21,27518,700000,4,-78.7574,35.743347,6562330,3,3439,294
16,TOWNHOUSE,0.04,27519,415500,2,-78.91229,35.82379,68320764,3,1756,295
17,SINGLE_FAMILY,0.35,27587,470000,4,-78.47938,35.960285,69566800,3,2205,296
18,TOWNHOUSE,0.04,27606,317500,3,-78.71231,35.78791,70488014,3,1500,305
19,SINGLE_FAMILY,0.4,27539,885000,4,-78.76011,35.655857,79886775,3,3727,306
20,SINGLE_FAMILY,0.16,27529,337000,3,-78.62136,35.720413,80208056,2,1375,1
21,TOWNHOUSE,0.06,27617,400000,3,-78.74219,35.88891,81436000,3,1776,2
22,SINGLE_FAMILY,0.2,27526,415000,3,-78.809135,35.573994,81761989,3,2303,3
23,SINGLE_FAMILY,1.05,27610,375000,3,-78.501114,35.743103,88948003,2,1500,31
24,TOWNHOUSE,0.07,27519,484500,3,-78.91285,35.825336,89496462,3,2050,32
25,TOWNHOUSE,0.07,27539,401000,4,-78.82576,35.687008,89498351,4,2153,33
26,TOWNHOUSE,0.07,27560,381000,3,-78.84745,35.851852,92420856,3,1473,34
27,SINGLE_FAMILY,0.41,27540,1625000,6,-78.87195,35.665863,122075091,6,5356,35
28,SINGLE_FAMILY,0.14,27616,450000,4,-78.5239,35.8641,125168884,3,2340,36
29,CONDO,0,27612,275000,2,-78.71629,35.835453,132171583,2,1063,37
30,TOWNHOUSE,0,27609,317000,2,-78.63442,35.830986,132222436,2,1120,38
31,TOWNHOUSE,0.03,27540,350000,3,-78.82581,35.679596,133703022,3,1724,39
32,CONDO,0,27526,322500,2,,,2062301155,2,912,40
33,CONDO,0,27526,313950,2,,,2062305258,2,912,41
34,CONDO,0,27526,325900,2,,,2062305279,2,905,42
35,SINGLE_FAMILY,0.13,27608,660000,2,,,2062891978,1,1296,43
36,SINGLE_FAMILY,,27597,380650,4,,,2064180298,3,1918,44
37,TOWNHOUSE,0.073,27523,531177,5,,,2066801551,5,2760,45
38,SINGLE_FAMILY,0.16,27591,790763,4,,,2067914804,3,3222,46
39,SINGLE_FAMILY,0.18,27616,505000,4,-78.512024,35.83769,215484338,3,2674,47
0,TOWNHOUSE,0.05,27614,395000,3,-78.57762,35.922657,69565702,3,2108,162
1,SINGLE_FAMILY,1.34,27597,330000,3,-78.28413,35.802086,71204461,2,1855,163
2,TOWNHOUSE,0.08,27560,524900,3,-78.83873,35.826103,71845606,3,2350,164
3,SINGLE_FAMILY,0.17,27540,530000,4,-78.86099,35.640095,71898894,3,2754,165
4,TOWNHOUSE,0.08,27539,470000,3,-78.75506,35.665356,80202526,3,2436,212
5,SINGLE_FAMILY,0.15,27610,406700,4,-78.545975,35.7279,81748069,3,2363,213
6,TOWNHOUSE,0.04,27519,340000,2,-78.850266,35.834618,82670046,3,1380,214
7,TOWNHOUSE,0.08,27502,375000,3,-78.82703,35.7277,82675582,3,1326,231
8,SINGLE_FAMILY,0.23,27540,655000,4,-78.87052,35.628,82677262,3,2778,232
9,SINGLE_FAMILY,0.23,27540,595000,3,-78.77705,35.657368,89498191,3,2499,252
10,TOWNHOUSE,0.03,27607,459400,2,-78.67254,35.800755,122279280,3,1467,253
11,SINGLE_FAMILY,0.16,27603,591600,4,-78.69925,35.66118,133702832,3,2893,254
12,SINGLE_FAMILY,0.15,27616,490000,4,-78.51153,35.83856,133704265,3,2671,255
13,CONDO,0,27511,275000,2,,,2062627914,2,1100,256
14,CONDO,0,27615,215000,2,,,2062663543,2,1129,257
15,SINGLE_FAMILY,0.8,27616,540000,4,,,2062911640,3,2455,258
16,SINGLE_FAMILY,0.208,27526,616787,5,,,2065559320,4,3093,270
17,SINGLE_FAMILY,4.9,27529,600000,2,,,2065716414,2,1278,271
18,SINGLE_FAMILY,0.18,27562,625000,3,,,2066391716,3,2850,272
19,SINGLE_FAMILY,0.194,27529,590000,5,,,2066573212,4,3037,273
20,SINGLE_FAMILY,0.143,27591,613000,4,,,2070237209,3,2520,274
21,CONDO,0,27540,236500,1,,,2085914259,2,755,275
22,SINGLE_FAMILY,0.61,27592,640000,4,-78.72818,35.587994,215484985,3,2610,276
23,TOWNHOUSE,0.06,27529,375000,3,-78.61199,35.689693,215486421,3,2101,277
24,SINGLE_FAMILY,0.08,27523,590000,4,-78.9186,35.737762,244488911,4,2370,278
25,SINGLE_FAMILY,6.98,27587,835000,3,-78.48509,35.87528,248751525,4,2105,279
26,TOWNHOUSE,0.05,27529,375000,3,-78.614845,35.693115,248756641,3,1618,280
27,SINGLE_FAMILY,0.44,27545,665000,4,-78.536026,35.776043,305115981,4,3945,281
28,TOWNHOUSE,0.05,27502,432500,3,-78.83607,35.72814,305118204,4,1850,282
29,SINGLE_FAMILY,1.01,27615,2072136,4,-78.67932,35.942726,305126418,5,5076,283
30,TOWNHOUSE,0.05,27616,391900,3,-78.52685,35.849674,336867720,3,1629,284
31,TOWNHOUSE,0.06,27601,801509,3,-78.627464,35.777607,336868742,4,2034,285
32,SINGLE_FAMILY,0.19,27615,675000,4,-78.67524,35.892277,50100574,3,2967,286
33,SINGLE_FAMILY,0.17,27540,505000,4,-78.86832,35.632492,50120783,3,3274,287
34,SINGLE_FAMILY,0.34,27614,750000,4,-78.56768,35.91672,53455919,4,3075,288
35,TOWNHOUSE,0.04,27612,310000,3,-78.71727,35.85357,53461051,3,1702,289
36,SINGLE_FAMILY,0.17,27604,363000,3,-78.572716,35.813545,60397136,2,1491,290
37,TOWNHOUSE,0.05,27614,415000,2,-78.59478,35.9139,60536652,3,1961,291
38,SINGLE_FAMILY,0.28,27609,470000,3,-78.64251,35.860188,6389229,2,1275,292
39,SINGLE_FAMILY,0.28,27604,305000,3,-78.59299,35.8261,6409000,3,1693,293
0,SINGLE_FAMILY,1.49,27540,850000,4,-78.857544,35.602104,305116482,4,3847,294
1,TOWNHOUSE,0.07,27502,550000,4,-78.92345,35.727276,305122766,4,2506,295
2,TOWNHOUSE,0.06,27597,317260,3,-78.28817,35.835743,336866847,3,1738,296
3,SINGLE_FAMILY,1.86,27614,900000,5,-78.611725,35.9204,50100084,6,5855,305
4,SINGLE_FAMILY,0.15,27613,510000,4,-78.72121,35.890465,50101900,3,2249,306
5,SINGLE_FAMILY,0.23,27616,475300,4,-78.559616,35.838676,50105749,3,3018,1
6,TOWNHOUSE,0.06,27612,515000,3,-78.67848,35.848267,50119315,3,2070,2
7,SINGLE_FAMILY,0.29,27610,270000,3,-78.61822,35.75222,6376032,1,1176,3
8,SINGLE_FAMILY,0.76,27529,305000,3,-78.55,35.678654,6384003,2,1144,31
9,SINGLE_FAMILY,0.16,27601,404250,3,-78.633606,35.767673,6394407,2,1187,32
10,SINGLE_FAMILY,1.67,27612,700000,4,-78.67499,35.85281,6400891,4,4510,33
11,SINGLE_FAMILY,1.38,27526,1150000,4,-78.78995,35.642624,6415507,4,5187,34
12,SINGLE_FAMILY,0.34,27608,1150000,4,-78.64061,35.816643,6417484,4,3522,35
13,SINGLE_FAMILY,0.6,27587,255000,3,-78.68861,36.00986,6422643,1,1178,36
14,SINGLE_FAMILY,0.429981635,27511,475000,3,-78.80701,35.755367,6438293,2,1811,37
15,SINGLE_FAMILY,0.94,27606,600000,3,-78.74757,35.70835,6458728,2,2025,38
16,SINGLE_FAMILY,0.17,27613,400000,3,-78.7078,35.87587,6472820,2,1466,39
17,SINGLE_FAMILY,1.33,27526,315000,3,-78.817955,35.565804,6473971,2,1329,40
18,SINGLE_FAMILY,0.36,27615,751000,4,-78.60259,35.897877,6477617,3,3196,41
19,SINGLE_FAMILY,1.69,27519,879000,4,-78.88944,35.76939,6486225,5,3144,42
20,TOWNHOUSE,0.05,27513,330000,2,-78.79276,35.794632,6486800,2,1209,43
21,SINGLE_FAMILY,0.2,27610,350000,4,-78.5476,35.75524,6493945,3,2012,44
22,SINGLE_FAMILY,0.79,27603,350000,3,-78.61957,35.616493,6504692,2,1366,45
23,SINGLE_FAMILY,0.22,27545,381000,3,-78.50957,35.78879,6505821,3,1552,46
24,SINGLE_FAMILY,0.16,27513,385000,2,-78.82739,35.7663,6508752,2,1226,47
25,SINGLE_FAMILY,0.56,27613,705000,4,-78.693085,35.888233,6513129,4,2959,162
26,SINGLE_FAMILY,0.33,27613,775000,4,-78.697395,35.885834,6517873,3,3092,163
27,SINGLE_FAMILY,0.88,27526,684000,4,-78.73844,35.627506,6532518,3,2820,164
28,SINGLE_FAMILY,0.24,27540,435000,3,-78.86994,35.63214,65329182,3,2715,165
29,SINGLE_FAMILY,0.18,27540,406801,3,-78.87092,35.634117,65329471,3,1672,212
30,SINGLE_FAMILY,0.13,27540,410000,3,-78.83129,35.66558,65341839,3,1764,213
31,TOWNHOUSE,0.04,27606,375000,2,-78.710724,35.751366,65342360,3,1324,214
32,SINGLE_FAMILY,1.89,27597,499009,4,-78.28057,35.84732,6539184,3,2913,231
33,SINGLE_FAMILY,0.3,27540,430000,3,-78.86149,35.633453,6548172,3,1765,232
34,SINGLE_FAMILY,0.27,27540,445000,5,-78.82751,35.646095,6548627,3,2108,252
35,SINGLE_FAMILY,0.214,27616,380000,3,-78.56035,35.835545,6552808,3,1656,253
36,SINGLE_FAMILY,0.22,27545,331000,3,-78.4541,35.76577,6563521,2,1230,254
37,SINGLE_FAMILY,0.15,27502,380000,3,-78.86233,35.724262,6565616,2,1150,255
38,SINGLE_FAMILY,0.29,27603,535000,3,-78.66708,35.66812,68317025,3,2400,256
39,SINGLE_FAMILY,0.39,27571,437500,4,-78.45841,35.93239,68319946,3,2477,257
0,SINGLE_FAMILY,0.24,27519,725000,4,-78.86653,35.781128,6536825,3,2287,258
1,SINGLE_FAMILY,3.95,27539,980000,5,-78.817566,35.69839,6536910,5,4437,270
2,SINGLE_FAMILY,0.21,27518,725000,5,-78.78302,35.73007,6537199,3,3386,271
3,SINGLE_FAMILY,0.43,27513,1025000,4,-78.78164,35.82488,6539156,4,4100,272
4,SINGLE_FAMILY,0.919995409,27591,80000,1,-78.41725,35.7732,6544519,1,786,273
5,SINGLE_FAMILY,0.3,27612,770000,4,-78.71342,35.824497,6549179,3,2730,274
6,SINGLE_FAMILY,0.188,27519,837000,4,-78.85257,35.76898,6558076,4,3016,275
7,SINGLE_FAMILY,0.35,27518,775000,4,-78.805466,35.711674,6560007,3,2923,276
8,SINGLE_FAMILY,1.3,27587,655000,3,-78.70187,35.993435,6564825,3,2718,277
9,TOWNHOUSE,0.03,27587,300000,2,-78.51371,35.966305,67558500,3,1380,278
10,SINGLE_FAMILY,1.65,27526,700000,4,-78.776436,35.553944,70487429,4,3293,279
11,TOWNHOUSE,0.05,27519,2350,3,-78.90361,35.84451,92415907,3,1637,280
12,TOWNHOUSE,0.04,27612,368000,2,-78.73488,35.875683,94722912,3,1695,281
13,SINGLE_FAMILY,0.633,27587,750000,4,-78.54628,36.005875,94724850,5,4272,282
14,TOWNHOUSE,0.03,27606,440000,3,-78.72845,35.747715,114329795,3,1856,283
15,SINGLE_FAMILY,0.13,27587,460000,4,-78.4659,35.96121,119341863,3,2227,1
16,SINGLE_FAMILY,0.33,27539,745000,5,-78.72857,35.6416,122278399,4,3195,2
17,TOWNHOUSE,0.1,27612,825000,3,-78.691765,35.83284,122278658,3,2559,3
18,SINGLE_FAMILY,0.34,27571,551000,4,-78.45695,35.9116,125168479,4,2908,31
19,TOWNHOUSE,0,27615,300000,2,-78.678665,35.89242,132194617,3,1167,32
