,lotAreaValue,bedrooms,longitude,latitude,bathrooms,livingArea,CONDO,LOT,SINGLE_FAMILY,TOWNHOUSE,price,27501.0,27502.0,27511.0,27513.0,27518.0,27519.0,27520.0,27523.0,27526.0,27529.0,27539.0,27540.0,27545.0,27560.0,27562.0,27571.0,27587.0,27591.0,27592.0,27596.0,27597.0,27601.0,27603.0,27604.0,27605.0,27606.0,27607.0,27608.0,27609.0,27610.0,27612.0,27613.0,27614.0,27615.0,27616.0,27617.0
112,0.46,4.0,-78.62263,35.856987,4.0,3052.0,0,0,1,0,925000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
113,0.05,3.0,-78.80712,35.569454,3.0,2108.0,0,1,0,0,352500,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,0.05,3.0,-78.52685,35.849674,3.0,1629.0,0,0,0,1,391900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
115,0.28,3.0,-78.5178,35.884212,3.0,1608.0,0,0,1,0,370000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
116,0.0699999999999999,3.0,-78.91285,35.825336,3.0,2050.0,0,0,0,1,484500,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,0.25,4.0,-78.91004,35.730774,3.0,2073.0,0,0,1,0,560000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,0.05,3.0,-78.73442,35.888424,3.0,1754.0,0,0,0,1,425300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
119,0.29,2.0,-78.872086,35.632465,3.0,1626.0,0,0,1,0,400000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,0.35998622589532,3.0,-78.81802,35.649967,3.0,1981.0,0,0,1,0,500000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121,0.72998163452709,3.0,-78.642296,35.69186,3.0,2108.0,0,1,0,0,250000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122,0.35,4.0,-78.80602,35.765884,2.0,2008.0,0,0,1,0,410000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,0.25,4.0,-78.693085,35.772472,4.0,1815.0,0,0,1,0,481000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
124,0.13,3.0,-78.55844,35.886684,2.0,1160.0,0,0,1,0,250000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
125,0.0699999999999999,4.0,-78.82576,35.687008,4.0,2153.0,0,0,0,1,401000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126,0.06,3.0,-78.61199,35.689693,3.0,2101.0,0,0,0,1,375000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,0.6,5.0,-78.549355,35.813736,3.0,2449.0,0,0,1,0,475000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
128,147.26,3.0,-78.49403,36.00179,3.0,2108.0,0,1,0,0,32740000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,0.27998163452709,4.0,-78.462326,35.745316,3.0,3082.0,0,0,1,0,504500,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,0.18,3.0,-78.6085,35.868313,3.0,2065.0,0,0,1,0,455000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
131,0.36,3.0,-78.6179,35.651985,3.0,2848.0,0,0,1,0,465000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,0.24,3.0,-78.45313,35.768948,2.0,1406.0,0,0,1,0,360000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,0.34,3.0,-78.46717,35.95531,2.0,1354.0,0,0,1,0,385000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,0.13,4.0,-78.81704,35.613434,3.0,2601.0,0,0,1,0,425000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,1.08,3.0,-78.40834,35.75031,2.0,2675.0,0,0,1,0,535000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,0.19,4.0,-78.812775,35.628143,3.0,2276.0,0,0,1,0,425000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,0.47,3.0,-78.78176,35.714638,2.0,1915.0,0,0,1,0,558000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,0.57,5.0,-78.54073,36.008755,3.0,3348.0,0,0,1,0,775000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139,0.15,3.0,-78.86233,35.724262,2.0,1150.0,0,0,1,0,380000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,0.79,3.0,-78.61957,35.616493,2.0,1366.0,0,0,1,0,350000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
141,1.6699954086318,3.0,-78.697525,35.68828,3.0,2910.0,0,0,1,0,1200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
142,0.0699999999999999,2.0,-78.65777,35.81068,2.0,1426.0,0,0,0,1,550000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
143,0.92,4.0,-78.68302,35.977757,3.0,2807.0,0,0,1,0,635000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
144,0.3,3.0,-78.68236,35.808178,2.0,1403.0,0,0,1,0,678500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
145,0.1399908172635445,6.0,-78.62232,35.68514,4.0,2400.0,0,0,0,0,345000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146,0.22,4.0,-78.570564,35.85568,3.0,1800.0,0,0,1,0,385000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
147,0.04,2.0,-78.91229,35.82379,3.0,1756.0,0,0,0,1,415500,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,0.51,3.0,-78.542496,35.75892,2.0,1515.0,0,0,1,0,251000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
149,0.21,3.0,-78.83431,35.785473,3.0,2058.0,0,0,1,0,630000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,0.0600091827364554,3.0,-78.54351,35.810715,3.0,1358.0,0,0,1,0,260000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
151,0.1699999999999999,3.0,-78.7078,35.87587,2.0,1466.0,0,0,1,0,400000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
152,0.15,3.0,-78.56817,35.83437,2.0,1321.0,0,0,1,0,310000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
153,0.19,2.0,-78.504,35.97777,2.0,892.0,0,0,1,0,287700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154,0.15,3.0,-78.546776,35.887524,3.0,2294.0,0,0,1,0,441000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
155,1.7,4.0,-78.67739,35.921043,7.0,4897.0,0,0,1,0,1862658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
156,2.074,3.0,-78.76922,35.572098,3.0,3008.0,0,0,1,0,725000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
157,0.03,2.0,-78.58176,35.840878,3.0,1263.0,0,0,0,1,265000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
158,0.0,1.0,-78.64522,35.785202,1.0,734.0,1,0,0,0,300000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
159,0.91999540863177,1.0,-78.41725,35.7732,1.0,786.0,0,0,1,0,80000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,0.43,4.0,-78.73824,35.87301,3.0,3029.0,0,0,1,0,740000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
161,0.7,3.0,-78.623566,35.725372,2.0,1206.0,0,0,1,0,335000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162,0.12,3.0,-78.64923,35.789135,5.0,1843.0,0,0,1,0,861100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
163,0.28,5.0,-78.72704,35.645264,4.0,3204.0,0,0,1,0,725000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164,0.633,4.0,-78.54628,36.005875,5.0,4272.0,0,0,1,0,750000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
165,0.87998163452709,3.0,-78.29507,35.810383,3.0,2108.0,0,0,0,0,75000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
166,0.05,3.0,-78.84576,35.740353,2.5,2447.0,0,0,0,1,2295,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
167,0.39,4.0,-78.678764,35.82185,3.0,3842.0,0,0,1,0,650000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
168,14.359986225895,3.0,-78.8548,35.64895,3.0,2108.0,0,1,0,0,9238000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
169,0.25,5.0,-78.54201,35.891266,4.0,3180.0,0,0,1,0,525000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
170,0.2299999999999999,4.0,-78.559616,35.838676,3.0,3018.0,0,0,1,0,475300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
171,1.8,3.0,-78.622696,35.716595,3.0,2108.0,0,1,0,0,268500,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
172,0.12,3.0,-78.8706,35.725674,3.0,2297.0,0,0,1,0,603000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
173,0.19,4.0,-78.83053,35.772648,3.0,2061.0,0,0,1,0,530000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174,0.22,4.0,-78.55571,35.814686,3.0,2524.0,0,0,1,0,480000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
175,0.05,3.0,-78.70125,35.826195,4.0,2562.0,0,0,0,1,478000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
176,0.02,3.0,-78.735435,35.885033,3.0,1412.0,0,0,0,1,320000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
177,0.029981634527089,3.0,-78.50116,35.794865,3.0,2311.0,0,0,1,0,392000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
178,0.51,3.0,-78.721924,35.779205,2.0,1178.0,0,0,1,0,355001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
179,0.025,4.0,-78.88331,35.743206,4.0,2421.0,0,0,0,1,510000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180,0.72,3.0,-78.75087,35.56442,3.0,2409.0,0,0,1,0,470000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
181,0.16,3.0,-78.62136,35.720413,2.0,1375.0,0,0,1,0,337000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
182,0.24,4.0,-78.86653,35.781128,3.0,2287.0,0,0,1,0,725000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183,0.21,4.0,-78.49111,35.980286,4.0,2655.0,0,0,1,0,592000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,0.61,4.0,-78.72818,35.587994,3.0,2610.0,0,0,1,0,640000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185,0.3,3.0,-78.65138,35.845963,2.0,2312.0,0,0,1,0,845000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
186,0.0,3.0,-78.68429,35.750446,2.0,1192.0,1,0,0,0,248800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
187,0.27,3.0,-78.61207,35.708176,2.0,1479.0,0,0,1,0,215000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
188,1.0,6.0,-78.47449,35.979214,6.0,5028.0,0,0,1,0,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
189,0.02,3.0,-78.87553,35.742355,3.0,1452.0,0,0,0,1,325000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190,0.05,3.0,-78.85001,35.848618,3.0,1733.0,0,0,0,1,415000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
191,0.35,4.0,-78.805466,35.711674,3.0,2923.0,0,0,1,0,775000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
192,0.16,4.0,-78.82793,35.68371,3.0,1840.0,0,0,1,0,425000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
193,0.29,3.0,-78.76786,35.786552,2.0,1463.0,0,0,1,0,504500,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194,0.2299999999999999,4.0,-78.82176,35.644897,3.0,1811.0,0,0,1,0,452000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
195,1.1,3.0,-78.737206,35.656326,2.0,1406.0,0,0,1,0,309500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196,1.86,3.0,-78.68356,35.968655,3.0,2197.0,0,0,1,0,600000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
197,0.05,3.0,-78.83607,35.72814,4.0,1850.0,0,0,0,1,432500,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
198,2.3,3.0,-78.63784,36.040905,3.0,2637.0,0,0,1,0,540000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,0.06,3.0,-78.74219,35.88891,3.0,1776.0,0,0,0,1,400000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
200,0.38,5.0,-78.779976,35.567932,3.0,3210.0,0,0,1,0,555000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201,0.1,3.0,-78.57107,35.802372,2.0,1081.0,0,0,1,0,328500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
202,0.1699999999999999,4.0,-78.86832,35.632492,3.0,3274.0,0,0,1,0,505000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
203,0.34,3.0,-78.63733,35.706184,2.0,1282.0,0,0,1,0,350000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
204,0.04,2.0,-78.49709,35.795128,1.0,934.0,0,0,0,1,231000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205,0.15,4.0,-78.512054,35.90357,3.0,2464.0,0,0,1,0,470000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
206,0.0699999999999999,3.0,-78.80717,35.670372,3.0,1902.0,0,0,0,1,435000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
207,0.13,3.0,-78.79356,35.656796,3.0,2056.0,0,0,0,1,395000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
208,0.3,4.0,-78.7896,35.785656,4.0,3566.0,0,0,1,0,1250000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
209,4.17,3.0,-78.41734,35.77389,2.0,2128.0,0,0,1,0,525000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210,0.7,3.0,-78.68457,35.591465,3.0,1689.0,0,0,1,0,380000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211,0.05,3.0,-78.50127,35.680096,2.0,1430.0,0,0,0,1,280000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212,0.1399999999999999,3.0,-78.9438,35.739784,3.0,2276.0,0,0,0,1,531000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213,0.1399999999999999,3.0,-78.32762,35.846954,3.0,2300.0,0,0,1,0,400000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
214,0.24,4.0,-78.876976,35.798584,3.0,3032.0,0,0,1,0,865000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
215,1.3799816345271,3.0,-78.68121,35.599037,2.5,2690.0,0,0,1,0,509000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
216,0.27,3.0,-78.76697,35.583412,3.0,1554.0,0,0,1,0,357000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
217,0.22,3.0,-78.50957,35.78879,3.0,1552.0,0,0,1,0,381000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
218,0.19,4.0,-78.84411,35.765438,5.0,4041.0,0,0,1,0,980000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
219,0.22,3.0,-78.77287,35.798462,3.0,1467.0,0,0,1,0,350000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220,0.04,3.0,-78.71231,35.78791,3.0,1500.0,0,0,0,1,317500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
221,0.35,3.0,-78.77386,35.784668,2.0,1452.0,0,0,1,0,410000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
222,0.0,2.0,-78.8098,35.658375,2.0,922.0,1,0,0,0,265000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223,0.1699999999999999,4.0,-78.732414,35.905746,3.0,1953.0,0,0,1,0,549900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
224,0.86,3.0,-78.674225,35.58899,2.0,1409.0,0,0,1,0,350000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
225,4.9199954086318,3.0,-78.671936,35.702915,1.0,1098.0,0,0,1,0,350000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
226,0.68,3.0,-78.67515,35.60635,3.0,2579.0,0,0,1,0,725000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
227,0.19,5.0,-78.83127,35.654118,3.0,2657.0,0,0,1,0,520300,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
228,0.029981634527089,3.0,-78.779205,35.78522,3.5,2956.0,0,0,1,0,5995,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
229,0.1699999999999999,3.0,-78.572716,35.813545,2.0,1491.0,0,0,1,0,363000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
230,0.1399999999999999,2.0,-78.56509,35.878967,2.0,1048.0,0,0,1,0,233500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
231,0.053,3.0,-78.617096,35.683666,3.0,1529.0,0,0,0,1,324141,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
